"x","y"
0.00101691767448047,1
-0.0197861821307483,0.975866898789167
-0.0996534845459611,0.953901553046251
-0.035952051562929,0.948092404549483
-0.104456876532246,0.907297826758162
-0.18422328963783,0.8820530953733
-0.0710154541294374,0.876493087433487
-0.222242340159476,0.814971164731928
-0.190075072274617,0.782984066291429
-0.323934681038855,0.701364908282203
-0.195977124076459,0.733930137922687
-0.234514788854682,0.696722085548193
-0.161871495180943,0.706508404817777
-0.11968746464283,0.694202757470091
-0.352353937518051,0.624982291863316
-0.280548575311701,0.604943259073835
-0.456089686094824,0.520666622641735
-0.410308837229346,0.523095396093236
-0.388242097461588,0.477759282102374
-0.313469045242271,0.528232910909671
-0.220130175080161,0.533184718759368
-0.292023460127466,0.444681352668121
-0.5,0.313129977897235
-0.412486042273715,0.326045916981925
-0.394591119207966,0.285180219286774
-0.311252268493087,0.324677940820632
-0.236913625106258,0.329226119465151
-0.494962409762412,0.15601324377639
-0.440121284660215,0.155923713470321
-0.410721950008825,0.13079083632374
-0.340588614679423,0.155761464225697
-0.269279888491098,0.155645348501232
-0.45764541022359,0.00604837816612935
-0.320250760470535,0.0319023456905004
-0.261418906301493,0.00422344557805143
-0.143716718744134,0.0444896029921669
-0.0374455237892914,0
0.0794330581970617,0.00178982419731366
0.209157460883385,0.0453640677763809
0.358503892579869,0.00508899642786209
0.462680446714431,0.00604837816612935
0.274314929925313,0.155645348501232
0.324518051510848,0.168284408272568
0.414997456935883,0.123607299888301
0.405957756996993,0.177340770145401
0.5,0.15601324377639
0.241948686313967,0.329226119465151
0.310531369415807,0.32503008032577
0.403641885382758,0.292921541257885
0.396785920684622,0.349466224029355
0.482412861254703,0.357858693270153
0.329548032907954,0.428019879997253
0.22516781178546,0.533184718759368
0.277077830804565,0.530430782183161
0.362768639760182,0.502156759660675
0.392327640432039,0.521818318605135
0.461124767076027,0.520666622641735
0.360669683374842,0.572487311141439
0.365196132747901,0.604694411738407
0.124722515963792,0.694202757470091
0.170943700766577,0.714587635275943
0.261176975625371,0.690660262197673
0.245501785446155,0.722166543798376
0.328969757076685,0.701364908282203
0.166706587044093,0.786193692577427
0.185321601439893,0.824053799253529
0.0760530760046157,0.876493087433487
0.189258355788912,0.8820530953733
0.112609372422788,0.913312062209754
0.0597718776688316,0.94821230869607
0.0445667034413779,0.977427619233832
0.00854518116773275,1
0.00101691767448047,1
