"x","y"
-0.305202177833355,0
-0.422517396322833,0.057038698881534
-0.475346637303772,0.139503301241165
-0.5,0.305142785820212
-0.468955633877078,0.511891872452142
-0.422591276039949,0.644618902858255
-0.369351018439291,0.607062921381592
-0.328594248541766,0.776171723774648
-0.269782995306372,0.866399055639823
-0.190167510297663,0.803910082694981
-0.126273085541685,0.769075800558916
-0.0712319806006401,0.918317075699015
-0.0276767111968951,1
0.0337547132899617,0.999057543775029
0.0917565593548324,0.97474545219917
0.139562592819347,0.898944681733273
0.165191473235832,0.76061696505825
0.223240517372483,0.829116291270803
0.275476012691441,0.884020871544591
0.34324332223835,0.829721642222038
0.382753019912023,0.717310837083061
0.465745473163004,0.6044557764845
0.494841938377414,0.499545061254365
0.5,0.318116526091546
0.491428521435903,0.178333555461063
0.464218482226224,0.0984338937298628
0.43943874610809,0.0782700903954081
0.38534970907029,0.128929809752888
0.354483854100501,0.0461444972614817
0.307022661255578,0.00968064378962541
0.242835107939824,0.0020432577887497
0.193668001834473,0.0613862674290931
0.118703150060775,0.00414881711695059
-0.0934185030974086,0.00444816067662146
-0.200286084586697,0.0792432214021119
-0.305202177833355,0
-0.305202177833355,0
-0.422517396322833,0.057038698881534
-0.475346637303772,0.139503301241165
-0.5,0.305142785820212
-0.468955633877078,0.511891872452142
-0.422591276039949,0.644618902858255
-0.369351018439291,0.607062921381592
-0.328594248541766,0.776171723774648
-0.269782995306372,0.866399055639823
-0.190167510297663,0.803910082694981
-0.126273085541685,0.769075800558916
-0.0712319806006401,0.918317075699015
-0.0276767111968951,1
0.0337547132899617,0.999057543775029
0.0917565593548324,0.97474545219917
0.139562592819347,0.898944681733273
0.165191473235832,0.76061696505825
0.223240517372483,0.829116291270803
0.275476012691441,0.884020871544591
0.34324332223835,0.829721642222038
0.382753019912023,0.717310837083061
0.465745473163004,0.6044557764845
0.494841938377414,0.499545061254365
0.5,0.318116526091546
0.491428521435903,0.178333555461063
0.464218482226224,0.0984338937298628
0.43943874610809,0.0782700903954081
0.38534970907029,0.128929809752888
0.354483854100501,0.0461444972614817
0.307022661255578,0.00968064378962541
0.242835107939824,0.0020432577887497
0.193668001834473,0.0613862674290931
0.118703150060775,0.00414881711695059
-0.0934185030974086,0.00444816067662146
-0.200286084586697,0.0792432214021119
-0.305202177833355,0
-0.305202177833355,0
-0.422517396322833,0.057038698881534
-0.475346637303772,0.139503301241165
-0.5,0.305142785820212
-0.468955633877078,0.511891872452142
-0.422591276039949,0.644618902858255
-0.369351018439291,0.607062921381592
-0.328594248541766,0.776171723774648
-0.269782995306372,0.866399055639823
-0.190167510297663,0.803910082694981
-0.126273085541685,0.769075800558916
-0.0712319806006401,0.918317075699015
-0.0276767111968951,1
0.0337547132899617,0.999057543775029
0.0917565593548324,0.97474545219917
0.139562592819347,0.898944681733273
0.165191473235832,0.76061696505825
0.223240517372483,0.829116291270803
0.275476012691441,0.884020871544591
0.34324332223835,0.829721642222038
0.382753019912023,0.717310837083061
0.465745473163004,0.6044557764845
0.494841938377414,0.499545061254365
0.5,0.318116526091546
0.491428521435903,0.178333555461063
0.464218482226224,0.0984338937298628
0.43943874610809,0.0782700903954081
0.38534970907029,0.128929809752888
0.354483854100501,0.0461444972614817
0.307022661255578,0.00968064378962541
0.242835107939824,0.0020432577887497
0.193668001834473,0.0613862674290931
0.118703150060775,0.00414881711695059
-0.0934185030974086,0.00444816067662146
-0.200286084586697,0.0792432214021119
-0.305202177833355,0
