"genus","GH","ht.max"
"Acanthodesmos","H2F","0.6"
"Acanthogilia","H2F","0.6"
"Acanthomintha","H1F","0.6"
"Acanthoscyphus","H1F","0.6"
"Acanthospermum","H2F","0.6"
"Acanthosyris","T2BE","24"
"Acanthothamnus","H2F","0.6"
"Acanthus","H2F","0.6"
"Acer","T2BD","29"
"Acharagma","H2F","0.6"
"Achatocarpus","S2BD","3"
"Achetaria","H2F","0.6"
"Achillea","H2F","0.8"
"Achimenes","H2F","0.6"
"Achlaena","H2GW","0.6"
"Achlys","H2F","0.6"
"Achnatherum","H2GC","0.6"
"Achyrachaena","H1F","0.6"
"Achyranthes","H2F","0.6"
"Achyrocline","H2F","0.6"
"Achyronychia","H1F","0.6"
"Achyropappus","H2F","0.6"
"Aciachne","H2G","0.6"
"Acianthella","E.F","12"
"Acianthera","E.F","12"
"Acicarpha","H1F","0.6"
"Acidocroton","H2F","0.6"
"Acidoton","S2F","3"
"Acineta","H2F","0.6"
"Aciotis","T2BE","24"
"Acisanthera","H2F","0.6"
"Acleisanthes","H2F","0.6"
"Acmella","H2F","0.6"
"Acmispon","H2F","0.6"
"Acnistus","T1BE","12"
"Acoelorraphe","T1P","18"
"Acoelorraphe","T2P","18"
"Acokanthera","S2BE","3"
"Aconitum","H2F","0.9"
"Acorus","H2F","1.3"
"Acourtia","H2F","0.6"
"Acrachne","H1GW","0.6"
"Acroceras","H2GC","0.6"
"Acrocomia","T1P","12"
"Acrorchis","E.F","12"
"Acrostichum","H.FE","0.6"
"Acrosynanthus","H2F","0.6"
"Actaea","H2F","0.6"
"Actinidia","L.BD","12"
"Actinocheita","T2F","24"
"Actinostachys","H.FE","0.6"
"Actinostemon","T2F","24"
"Acunaeanthus","H2F","0.6"
"Adansonia","T2BD","24"
"Adelia","T1BE","12"
"Adelinia","H2F","0.6"
"Adelobotrys","H2FV","3"
"Adelonema","H2F","0.6"
"Adelphia","H2F","0.6"
"Adenanthera","T1BD","15"
"Adenaria","S2F","3"
"Adenoa","H2F","0.6"
"Adenocalymma","T2BD","24"
"Adenocaulon","H2F","0.6"
"Adenocritonia","H2F","0.6"
"Adenoderris","H.FE","0.6"
"Adenophaedra","T2F","24"
"Adenophorus","H.FE","0.6"
"Adenophyllum","S1BD","0.3"
"Adenopodia","H2FV","3"
"Adenostemma","H2F","0.6"
"Adenostoma","S2BE","3"
"Adenothamnus","H2F","0.6"
"Adiantopsis","H.FE","0.6"
"Adiantum","H.FE","0.6"
"Adlumia","H2FV","3"
"Adolphia","S2BE","3"
"Adonis","H1F","0.6"
"Adoxa","H2F","0.6"
"Aechmea","E.F","12"
"Aegilops","H1GC","0.6"
"Aegiphila","T1BE","12"
"Aegopodium","H2F","0.6"
"Aeonium","S1U","0.3"
"Aerva","H2F","0.6"
"Aeschynomene","H2F","0.6"
"Aesculus","T2BD","27"
"Aethusa","H1F","0.6"
"Afrocarpus","T2BE","24"
"Agalinis","H1Fi","0.6"
"Agapanthus","H2F","0.6"
"Agarista","S2BE","2.9"
"Agastache","H2F","0.6"
"Agathis","T2BE","25"
"Agave","S1U","0.3"
"Agdestis","H2FV","3"
"Ageratella","H2F","0.6"
"Ageratina","S2BE","2.8"
"Ageratum","H2F","0.6"
"Aglaomorpha","E.F","12"
"Aglaonema","H2F","0.6"
"Agnorhiza","H2F","0.6"
"Agonandra","T2BE","24"
"Agoseris","H2F","0.4"
"Agouticarpa","T2F","24"
"Agrimonia","H2F","1.4"
"Agropyron","H2GC","1"
"Agrostemma","H1F","0.6"
"Agrostis","H2GC","0.8"
"Ailanthus","T2BD","25"
"Aiouea","T2BE","24"
"Aiphanes","T1P","15"
"Aira","H1GC","0.6"
"Aizoon","H2FS","0.6"
"Aizopsis","H2FS","0.6"
"Ajuga","H2F","0.2"
"Akebia","L.BD","11"
"Akrosida","H2F","0.6"
"Alamania","H2F","0.6"
"Alansmia","E.F","12"
"Albidella","H2F","0.6"
"Albizia","T1BD","13"
"Albuca","H2F","0.6"
"Alcea","H2F","0.6"
"Alchemilla","H2F","0.6"
"Alchornea","T1BE","15"
"Alchorneopsis","T1BE","12"
"Aldama","H2F","0.6"
"Aldrovanda","H2F","0.6"
"Alectra","H1Fi","0.6"
"Alectryon","T2BE","24"
"Alepidocline","H2F","0.6"
"Aletes","H2F","0.6"
"Aletris","H2F","0.6"
"Aleurites","T2BE","20"
"Aleuritopteris","H.FE","0.6"
"Alfaroa","T2BD","24"
"Alhagi","S2BD","3"
"Alibertia","T2BE","24"
"Aliciella","H1F","0.6"
"Alisma","H2F","0.5"
"Alkekengi","H2F","0.6"
"Allamanda","L.BE","12"
"Allenrolfea","S1BE","0.3"
"Alliaria","H1F","0.3"
"Allionia","H2F","0.6"
"Allium","H2F","0.6"
"Alloberberis","S2BE","2.7"
"Alloispermum","H2F","0.6"
"Allolepis","H2GW","0.6"
"Allomarkgrafia","L.F","12"
"Allophyllum","H1F","0.6"
"Allophylus","T1BE","12"
"Alloplectus","H2F","0.6"
"Allosidastrum","S1BE","0.3"
"Alloteropsis","H1GW","0.6"
"Allotropa","H2Fi","0.6"
"Allowissadula","S1BE","0.3"
"Almutaster","H2F","0.6"
"Alnus","T1BD","11"
"Alocasia","H2F","0.6"
"Aloe","S1U","0.3"
"Alomia","H2F","0.6"
"Alonsoa","H2F","0.6"
"Alopecurus","H2GC","0.8"
"Alophia","H2F","0.6"
"Aloysia","S2ME","3"
"Alphitonia","T2BD","24"
"Alphitonia","T2BE","25"
"Alpinia","H2F","0.6"
"Alseis","T2BE","24"
"Alsobia","H2F","6"
"Alsophila","T1F","12"
"Alstonia","T2BE","24"
"Alstroemeria","H2F","0.6"
"Alternanthera","H2F","0.6"
"Althaea","H2F","0.6"
"Alvaradoa","T1BE","15"
"Alysicarpus","H2F","0.6"
"Alyssum","H1F","0.6"
"Alyxia","L.BE","12"
"Alzatea","T2F","24"
"Amaioua","T2BE","24"
"Amalophyllon","H2F","0.6"
"Amanoa","T2BE","24"
"Amaranthus","H1F","0.6"
"Amaryllis","H2F","0.6"
"Amauria","H2F","0.6"
"Amauropelta","H.FE","0.6"
"Amberboa","H1F","0.6"
"Amblovenatum","H.FE","0.6"
"Amblyolepis","H1F","0.6"
"Amblyopappus","H1F","0.6"
"Ambrosia","H1F","0.7"
"Amelanchier","T1BD","12"
"Amelichloa","H2GC","0.6"
"Amianthium","H2F","0.6"
"Amicia","S2F","3"
"Ammannia","H1F","0.6"
"Ammi","H1F","0.6"
"Ammoselinum","H1F","0.6"
"Amoana","H2F","0.6"
"Amolinia","T2F","24"
"Amoreuxia","H2F","0.6"
"Amorpha","S2BD","4"
"Ampelamus","H2FV","3"
"Ampelaster","L.BE","12"
"Ampelocera","T2BE","24"
"Ampelocissus","L.F","12"
"Ampelodesmos","H2GC","0.6"
"Ampelopsis","L.BD","5.5"
"Amphiachyris","H1F","0.6"
"Amphibromus","H2GC","0.6"
"Amphicarpaea","H2FV","0.7"
"Amphicarpum","H2GC","0.6"
"Amphidasya","H2F","0.6"
"Amphilophium","L.BE","12"
"Amphipappus","S2MD","2.9"
"Amphipterygium","T2BD","24"
"Amphirrhox","T2BE","24"
"Amphiscirpus","H2GC","0.8"
"Amphitecna","T1BE","11"
"Amsinckia","H1F","0.6"
"Amsinckiopsis","H1F","0.6"
"Amsonia","H2F","0.6"
"Amyris","S2BE","5"
"Anacardium","T1BE","10"
"Anacyclus","H1F","0.6"
"Anadenanthera","T1BD","15"
"Ananas","S1P","0.5"
"Ananthacorus","E.F","12"
"Anaphalis","H2F","1"
"Anarrhinum","H2F","0.6"
"Anastraphia","H2F","0.6"
"Anathallis","E.F","12"
"Anatherostipa","H2F","0.6"
"Anaxagorea","T2BE","24"
"Anchistea","H.FE","0.6"
"Anchusa","H2F","0.6"
"Ancistranthus","H2F","0.6"
"Ancistrocactus","S1U","0.3"
"Ancistrocarphus","H1F","0.6"
"Ancistrotropis","H2F","2.1"
"Ancistrotropis","H2FV","2.1"
"Andersonglossum","H2F","0.6"
"Andira","T1BD","15"
"Andrachne","S2BE","3"
"Andrographis","H1F","0.6"
"Androlepis","E.F","12"
"Andromeda","S1BE","0.3"
"Andropogon","H2GW","1.2"
"Androsace","H2F","0.6"
"Androstephium","H2F","0.6"
"Anechites","L.BE","12"
"Aneilema","H2F","0.6"
"Anelsonia","H2F","0.6"
"Anemia","H.FE","0.6"
"Anemonastrum","H2F","0.6"
"Anemone","H2F","0.6"
"Anemopaegma","L.BE","12"
"Anemopsis","H2F","0.5"
"Anethum","H1F","0.6"
"Angadenia","H2FV","3"
"Angelica","H2F","0.8"
"Angelonia","H2F","0.6"
"Angiopteris","H.FE","0.6"
"Angophora","T2BE","25"
"Angostura","T2F","24"
"Aniba","T2BE","24"
"Anisacanthus","L.BE","12"
"Anisantherina","H2Fi","0.6"
"Aniseia","H2FV","3"
"Anisocampium","H.FE","0.6"
"Anisocarpus","H2F","0.6"
"Anisocereus","H2F","0.6"
"Anisocoma","H1F","0.6"
"Anisodontea","H2F","0.6"
"Annona","T1BE","13"
"Anoda","H1F","0.6"
"Anoectochilus","E.F","12"
"Anogramma","H.FE","0.6"
"Anomospermum","L.F","12"
"Anotea","H2F","0.6"
"Anredera","H2FV","3"
"Antennaria","H2F","0.6"
"Antenoron","H2F","0.6"
"Anthaenantia","H2GC","0.6"
"Anthemis","H1F","0.6"
"Anthenantia","H2GW","0.6"
"Anthephora","H2GW","0.6"
"Anthodiscus","T2F","24"
"Anthodon","H2F","0.6"
"Anthopteropsis","S2BE","3"
"Anthopterus","S2BE","3"
"Anthoxanthum","H2GC","0.6"
"Anthriscus","H1F","0.6"
"Anthurium","H2F","0.6"
"Anthyllis","H2F","0.6"
"Antiaris","T2BE","24"
"Anticlea","H2F","0.6"
"Antidaphne","E.i","12"
"Antidesma","T1BE","12"
"Antigonon","L.BD","11"
"Antillanthus","H2F","0.6"
"Antillia","H2F","0.6"
"Antiphytum","H2F","0.8"
"Antirhea","T1BE","12"
"Antirrhinum","H2F","0.6"
"Antrophyum","E.F","12"
"Anulocaulis","H2F","0.6"
"Apacheria","S1BD","0.3"
"Apassalus","H2F","0.6"
"Apeiba","T2BE","24"
"Apera","H1GC","0.6"
"Aphananthe","T2BE","24"
"Aphanes","H1F","0.6"
"Aphanisma","H1F","0.6"
"Aphanosperma","H2F","0.6"
"Aphanostephus","H1F","0.6"
"Aphelandra","S2BE","3"
"Aphragmus","H2F","0.6"
"Aphyllon","H1Fi","0.6"
"Apiastrum","H1F","0.6"
"Apios","H2FV","0.6"
"Apium","H2F","0.6"
"Aplectrum","H2F","0.6"
"Apluda","H2GW","0.6"
"Apocynum","H2F","0.9"
"Apodanthera","H2FV","5"
"Apodanthes","H2Fi","0.6"
"Aponogeton","H2A","0"
"Apoplanesia","S2BD","3"
"Aporocactus","E.i","12"
"Appunia","S2BE","3"
"Aptenia","S1U","0.3"
"Apteria","H2Fi","0.6"
"Aquarius","H2F","0.6"
"Aquilegia","H2F","0.5"
"Aquilula","S1BD","0.3"
"Arabidopsis","H1F","0.6"
"Arabis","H2F","0.6"
"Arachis","H2F","0.6"
"Arachniodes","H.FE","0.6"
"Arachnothryx","T2BE","24"
"Araeococcus","E.F","12"
"Aralia","H2F","0.6"
"Araucaria","T2NE","30"
"Araujia","L.BE","12"
"Arberella","H2GC","0.6"
"Arbutus","T1BES","14"
"Arceuthobium","E.i","12"
"Archibaccharis","S2P","3"
"Archontophoenix","T2P","24"
"Arcoa","H2F","0.6"
"Arctagrostis","H2GC","0.5"
"Arctanthemum","H2F","0.6"
"Arcteranthis","H2F","0.6"
"Arctium","H2F","0.6"
"Arctomecon","H2F","0.6"
"Arctophila","H2GC","0.6"
"Arctopoa","H2GC","0.6"
"Arctostaphylos","S2BES","3"
"Arctotheca","H2F","0.6"
"Arctotis","H2F","0.6"
"Arctous","S2BD","3"
"Arcytophyllum","S1BE","0.3"
"Ardisia","T1BE","12"
"Arenaria","H2F","0.6"
"Arenga","T2P","24"
"Arethusa","H2F","0.6"
"Argemone","H1F","0.6"
"Argyranthemum","H2F","0.6"
"Argyranthemum","S1BE","0.3"
"Argyreia","H2FV","3"
"Argyrochosma","H.FE","0.6"
"Argyrocytisus","S2BE","3"
"Argyroxiphium","S2P","3"
"Argythamnia","S1BE","0.5"
"Ariocarpus","S1U","0.3"
"Arisaema","H2F","0.4"
"Aristea","H2F","0.6"
"Aristida","H2GW","0.6"
"Aristocapsa","H1F","0.6"
"Aristolochia","H2FV","3"
"Aristotelia","S2BE","3"
"Armeria","H2F","0.3"
"Armoracia","H2F","0.6"
"Arnica","H2F","0.6"
"Arnicastrum","H2F","0.6"
"Arnoglossum","H2F","0.6"
"Arnoseris","H1F","0.6"
"Aronia","S2BD","2.2"
"Arpophyllum","E.F","12"
"Arracacia","H2F","0.6"
"Arrhenatherum","H2GC","1"
"Artabotrys","L.BE","12"
"Artemisia","H2F","0.7"
"Arthraxon","H1GW","0.6"
"Arthrocnemum","H2F","0.6"
"Arthropogon","H2GW","0.6"
"Arthrostemma","H2F","0.6"
"Arthrostylidium","L.G","11"
"Artocarpus","T1BE","15"
"Artorima","E.F","12"
"Arum","H2F","0.6"
"Aruncus","H2F","0.6"
"Arundina","H2F","0.6"
"Arundinaria","S2G","4.5"
"Arundinella","H2GW","0.6"
"Arundo","H2GC","2.5"
"Asanthus","S1BD","0.3"
"Asarum","H2F","0.3"
"Asciadium","H2F","0.6"
"Asclepias","H2F","0.7"
"Ascogrammitis","H.FE","0.6"
"Asemeia","H1F","0.6"
"Asimina","T1BD","12"
"Askellia","H2F","0.6"
"Asketanthera","H2F","0.6"
"Asparagus","H2F","0.6"
"Aspasia","E.F","12"
"Asperugo","H1F","0.6"
"Asphodelus","H2F","0.6"
"Aspicarpa","S1BE","0.3"
"Aspidistra","H2F","0.6"
"Aspidium","H.FE","0.6"
"Aspidogyne","E.F","12"
"Aspidosperma","T2BE","24"
"Aspidotis","H.FE","0.6"
"Asplenium","H.FE","0.6"
"Asplundia","S1P","0.3"
"Asta","H2F","0.6"
"Astelia","E.F","12"
"Aster","H2F","0.4"
"Asterogyne","T2P","24"
"Asterohyptis","S2F","3"
"Astianthus","T2F","24"
"Astilbe","H2F","0.6"
"Astraea","H2F","0.6"
"Astragalus","H2F","0.6"
"Astranthium","H1F","0.6"
"Astrantia","H2F","0.6"
"Astrebla","H2GW","0.6"
"Astrocaryum","T2P","24"
"Astrocasia","T2BE","23"
"Astrolepis","H.FE","0.6"
"Astronium","S2BD","3.5"
"Astrophytum","S1U","0.3"
"Asystasia","H2FV","3"
"Atalantia","T1BE","12"
"Atalopteris","H.FE","0.6"
"Atamisquea","S2BE","3"
"Ateleia","T2F","24"
"Athenaea","H2F","0.6"
"Athyrium","H.FE","0.6"
"Athysanus","H1F","0.6"
"Atocion","H1F","0.6"
"Atractocarpus","T1BE","12"
"Atrema","H1F","0.6"
"Atrichoseris","H1F","0.6"
"Atriplex","H1F","0.6"
"Atropa","H2F","0.6"
"Attalea","T2P","24"
"Attilaea","H2F","0.6"
"Aubrieta","H2F","0.6"
"Aucuba","S2BE","3"
"Auerodendron","T1BE","12"
"Augusta","S2F","3"
"Aulonemia","H2GC","0.6"
"Aulosepalum","H2F","0.6"
"Aureolaria","H2Fi","0.6"
"Aurinia","H2F","0.6"
"Austroblechnum","H.FE","3.5"
"Austrodanthonia","H2GC","0.6"
"Austroeupatorium","S2F","3"
"Austrolycopodium","H.FE","0.6"
"Avena","H1GC","0.8"
"Avenula","H2GC","0.6"
"Averrhoa","T1BE","12"
"Averrhoidium","T2F","24"
"Avicennia","T1BE","15"
"Axinaea","T2BE","24"
"Axiniphyllum","H2F","0.6"
"Axonopus","H2GW","0.4"
"Axyris","H1F","0.6"
"Ayapana","H2F","0.6"
"Ayenia","S2BE","3"
"Azadirachta","T2BD","24"
"Azolla","H1A","0"
"Azorella","H2F","0.6"
"Aztecaster","H2F","0.6"
"Aztekium","H2F","0.6"
"Baccharis","S1BE","0.3"
"Bacopa","H2F","0.5"
"Bactris","T2P","24"
"Badiera","T1BE","12"
"Baeriopsis","H2F","0.6"
"Bahiopsis","S1BE","0.3"
"Baileya","H2F","0.6"
"Bajacalia","H2F","0.6"
"Bakeridesia","T2F","24"
"Baldellia","H2F","0.6"
"Balduina","H2F","0.6"
"Balizia","T1BD","12"
"Ballota","H2F","0.6"
"Balmea","T2F","24"
"Balsamorhiza","H2F","0.5"
"Baltimora","H1F","0.6"
"Bambusa","T1G","15"
"Banara","T1BE","12"
"Banisteriopsis","L.BE","12"
"Banksia","T1BE","12"
"Baptisia","H2F","0.6"
"Barbarea","H2F","0.6"
"Barbieria","L.BE","12"
"Barbosella","E.F","12"
"Barkeria","E.F","12"
"Barkleyanthus","S1BD","0.3"
"Barkworthia","H2GC","0.6"
"Barleria","S2BE","3"
"Barleriola","S2BE","3"
"Barnebydendron","T2F","24"
"Barringtonia","T2BE","24"
"Bartholomaea","H2F","0.6"
"Bartlettia","H1F","0.6"
"Bartlettina","S2F","3"
"Bartonia","H1F","0.6"
"Bartsia","H1Fi","0.6"
"Basella","H2FV","3"
"Basiphyllaea","H2F","0.6"
"Baskervilla","H2F","0.6"
"Bassia","H1F","0.5"
"Bastardia","S1BE","0.3"
"Bastardiastrum","S2F","3"
"Bastardiopsis","T2BE","24"
"Batesimalva","S2BE","3"
"Batis","S1BE","0"
"Batocarpus","T2F","24"
"Batopilasia","H2F","0.6"
"Bauhinia","T1BE","12"
"Bdallophytum","H2Fi","0.6"
"Beaucarnea","T2BE","24"
"Beaumontia","L.BE","12"
"Bebbia","S1MD","0.3"
"Beckmannia","H1GC","1"
"Beckwithia","H2F","0.6"
"Becquerelia","H2GC","0.6"
"Begonia","H2F","0.6"
"Behaimia","H2F","0.6"
"Beilschmiedia","T2BE","24"
"Beiselia","H2F","0.6"
"Bejaria","S2BE","3"
"Bellis","H2F","0.6"
"Bellonia","H2F","0.6"
"Bellucia","T2BE","24"
"Beloglottis","H2F","0.6"
"Benincasa","H1FV","3"
"Benitoa","H1F","0.6"
"Bensoniella","H2F","0.6"
"Benzingia","E.F","12"
"Berberis","S2BE","2.8"
"Berchemia","L.BD","12"
"Bergerocactus","S2U","3"
"Bergia","H2F","0.6"
"Berkheya","H2F","0.6"
"Berlandiera","H2F","0.7"
"Bernardia","S2BE","3"
"Bernoullia","T2BD","24"
"Berrya","T2F","24"
"Berteroa","H2F","0.6"
"Bertiera","S2BE","3"
"Berula","H2F","0.9"
"Berylsimpsonia","L.BE","12"
"Beschorneria","H2F","0.6"
"Besleria","S2F","3"
"Bessera","H2F","0.6"
"Beta","H1F","0.6"
"Betonica","H2F","0.6"
"Betula","T2BD","25"
"Biancaea","L.BE","12"
"Bidens","H2F","1.5"
"Bifora","H1F","0.6"
"Bigelowia","H2F","0.6"
"Bignonia","L.BE","12"
"Billardiera","L.BE","12"
"Billbergia","E.F","12"
"Billia","T2BE","24"
"Billieturnera","H2F","0.6"
"Biophytum","H2F","0.6"
"Bischofia","T2BE","24"
"Bisgoeppertia","H2F","0.6"
"Bismarckia","T2P","24"
"Bistorta","H2F","0.6"
"Bituminaria","H2F","0.6"
"Bixa","T1BE","10"
"Blakea","T2BE","24"
"Blakeanthus","H2F","0.6"
"Blastania","H1FV","3"
"Blechnopsis","H2F","0.6"
"Blechnum","H.FE","0.6"
"Blennosperma","H1F","0.6"
"Blepharidachne","H2GW","0.6"
"Blepharidium","H2F","0.6"
"Blepharipappus","H1F","0.6"
"Blepharizonia","H1F","0.6"
"Blepharocalyx","T2BE","24"
"Blepharodon","H2FV","3"
"Blepharoneuron","H2GW","1"
"Blephilia","H2F","0.6"
"Bletia","E.F","12"
"Bletilla","H2F","0.6"
"Blighia","T2BE","24"
"Blitum","H1F","0.6"
"Blomia","T2BE","24"
"Bloomeria","H2F","0.6"
"Blotiella","H.FE","0.6"
"Blumea","H1F","0.6"
"Blutaparon","H2F","0.6"
"Blysmopsis","H2GC","0.6"
"Blyxa","H1A","0"
"Bobea","T1BE","13"
"Bocconia","T1BE","12"
"Boeberastrum","H2F","0.6"
"Boeberoides","H2F","0.6"
"Boechera","H2F","0.6"
"Boehmeria","H2F","0.9"
"Boerhavia","H2F","0.6"
"Bolandra","H2F","0.6"
"Bolanosa","H2F","1.4"
"Bolanosa","S2BE","1.4"
"Bolbitis","H.FE","0.6"
"Boltonia","H2F","1.9"
"Bomarea","H2FV","3"
"Bommeria","H.FE","0.6"
"Bonamia","H2F","0.6"
"Bonania","H2F","0.6"
"Bonellia","T1BE","12"
"Bonetiella","T2F","24"
"Bonnaya","H1F","0.6"
"Bonnetia","H2F","0.6"
"Bonplandia","H2F","0.6"
"Bontia","T1BE","12"
"Borago","H1F","0.6"
"Borodinia","H2F","0.6"
"Borreria","H2F","0.6"
"Borrichia","S1BD","0.5"
"Boschniakia","H2Fi","0.6"
"Bothriochloa","H2GW","0.8"
"Bothriospermum","H1F","0.6"
"Botrychium","H.FE","0.6"
"Botrypus","H.FE","0.6"
"Bouchea","S1BE","0.3"
"Bouchetia","H2F","0.6"
"Bougainvillea","L.BE","12"
"Bougainvillea","S2BE","3"
"Bourreria","T1BE","12"
"Bouteloua","H2GW","0.5"
"Bouvardia","S2BE","3"
"Bowlesia","H1F","0.6"
"Boykinia","H2F","0.6"
"Brachionidium","E.F","12"
"Brachistus","S2F","3"
"Brachychiton","T2BE","24"
"Brachyelytrum","H2GC","0.6"
"Brachypodium","H1G","0.6"
"Brachystele","H2F","0.6"
"Brachystigma","H2Fi","0.6"
"Bradburia","H1F","0.6"
"Brahea","T2P","24"
"Brandegea","H1FV","3"
"Brandegea","H2FV","3"
"Brasenia","H2A","0"
"Brasiliopuntia","S2U","5"
"Brassavola","E.F","12"
"Brassia","E.F","12"
"Brassica","H1F","0.9"
"Bravaisia","S2BD","3.5"
"Braya","H2F","0.6"
"Brazoria","H1F","0.6"
"Bredemeyera","H2F","0.6"
"Brexia","T1BE","12"
"Breynia","S2BE","3"
"Brickellia","S1BD","0.3"
"Brickelliastrum","H2F","0.6"
"Brighamia","S2P","3"
"Brintonia","H2F","0.6"
"Briquetia","H2F","0.6"
"Briza","H1GC","0.6"
"Brodiaea","H2F","0.6"
"Bromelia","E.F","6"
"Bromidium","H1GC","0.6"
"Bromus","H2GC","0.9"
"Brongniartia","S2BD","4"
"Bronwenia","L.BE","12"
"Brosimum","T2BE","24"
"Broughtonia","E.F","12"
"Broussaisia","T1BE","10"
"Broussonetia","T1BD","15"
"Browallia","H1F","0.6"
"Brownea","T2F","24"
"Bruceholstia","H2F","0.6"
"Brugmansia","S2BE","3"
"Bruguiera","T2BE","24"
"Brunellia","T1BE","12"
"Brunfelsia","T1BE","12"
"Brunnera","H2F","0.6"
"Brunnichia","L.BD","12"
"Brya","T1BE","12"
"Bryantiella","H2F","0.6"
"Bryonia","H2FV","3"
"Buceragenia","H2F","0.6"
"Buchenavia","T2BD","25"
"Buchnera","H2Fi","0.6"
"Buckleya","S2Bi","2.9"
"Buddleja","S2BE","3"
"Buglossoides","H1F","0.6"
"Bulbine","H1F","0.6"
"Bulbophyllum","E.F","12"
"Bulbostylis","H2GW","0.6"
"Bunchosia","T1BE","12"
"Bunias","H2F","0.6"
"Bunium","H2F","0.6"
"Bupleurum","H1F","0.6"
"Burmannia","H1Fi","0.6"
"Burmeistera","H2FV","3"
"Bursera","T1BE","13"
"Butia","T2P","24"
"Butomus","H2GC","0.6"
"Buxus","S2BE","3"
"Byrsonima","T1BE","12"
"Byttneria","T2BE","24"
"Cabomba","H2A","0"
"Cabralea","T2BD","24"
"Cacaliopsis","H2F","0.6"
"Caesalpinia","T1BD","15"
"Cajanus","S1BE","0.5"
"Cakile","H2F","0.6"
"Caladium","H2F","0.6"
"Calamagrostis","H2GC","0.9"
"Calamovilfa","H2GW","1.3"
"Calandrinia","H1F","0.6"
"Calanthe","H2F","0.6"
"Calanticaria","H2F","0.6"
"Calathea","H2F","0.6"
"Calatola","T2BE","24"
"Calceolaria","H2F","0.7"
"Calcicola","L.F","12"
"Calea","H2F","0.6"
"Calendula","H1F","0.6"
"Calepina","H1F","0.6"
"Calibrachoa","H1F","0.6"
"California","H1F","0.6"
"Calla","H2F","0.6"
"Callaeum","S2BE","3"
"Calliandra","S2BD","3"
"Calliandropsis","H2F","0.6"
"Callianthe","S2BE","3"
"Callicarpa","S2BD","2.8"
"Callichlamys","L.BE","12"
"Calliphysalis","H1F","0.6"
"Callirhoe","H2F","0.4"
"Calliscirpus","H2GC","0.6"
"Callisia","H2F","0.6"
"Callistephus","H1F","0.6"
"Callistopteris","H.FE","0.6"
"Callitriche","H2A","0.2"
"Callitris","T2NE","24"
"Callitropsis","T2NE","24"
"Calluna","S2NE","3"
"Calocedrus","T2NE","55"
"Calochortus","H2F","0.6"
"Caloncoba","S2BE","3"
"Calophyllum","T2BE","23"
"Calopogon","H2F","0.6"
"Calopogonium","H2FV","2.7"
"Calotis","H2F","0.6"
"Calotropis","T1BE","12"
"Caltha","H2F","0.6"
"Calycadenia","H1F","0.6"
"Calycanthus","S2BD","3"
"Calycera","H2F","0.6"
"Calycocarpum","L.BD","9"
"Calycogonium","T2BE","24"
"Calycolpus","T2BE","24"
"Calycophyllum","T2BE","24"
"Calycorectes","T2BE","24"
"Calycoseris","H1F","0.6"
"Calydorea","H2F","0.6"
"Calypso","H2F","0.6"
"Calyptocarpus","H2F","0.6"
"Calyptranthes","T1BE","12"
"Calyptridium","H1FS","0.6"
"Calyptrion","H2F","0.6"
"Calyptrocarya","H2GC","0.6"
"Calyptrogenia","T2BE","24"
"Calyptrogyne","T2P","24"
"Calyptronoma","T2P","24"
"Calystegia","H2FV","3"
"Camaridium","E.F","12"
"Camassia","H2F","0.7"
"Camelina","H1F","0.6"
"Camellia","T1BE","12"
"Cameraria","S2BE","3"
"Camissonia","H1F","0.6"
"Camissoniopsis","H1F","0.6"
"Camonea","H2FV","3"
"Campanula","H2F","0.7"
"Campanulastrum","H1F","2"
"Campanulastrum","H2F","2"
"Camphorosma","H2F","0.6"
"Campnosperma","T2BE","24"
"Campsis","L.BD","0.6"
"Campuloclinium","H2F","0.6"
"Campylocentrum","E.F","12"
"Campyloneurum","E.F","12"
"Canadanthus","H2F","1"
"Cananga","T1BE","15"
"Canavalia","H2FV","3"
"Canbya","H1F","0.6"
"Canella","T1BE","12"
"Canna","H2F","0.6"
"Cannabis","H1F","0.6"
"Canotia","T1ME","10"
"Cantinoa","H2F","0.6"
"Capanea","H2F","0.6"
"Caperonia","H1F","0.6"
"Capnoides","H2F","0.6"
"Capparicordis","H2F","0.6"
"Capparidastrum","T1BE","20"
"Capparidastrum","T2BE","20"
"Capparis","T2BE","24"
"Capraria","H2F","0.6"
"Capsella","H1F","0.6"
"Capsicophysalis","H2F","0.6"
"Capsicum","H2F","0.6"
"Caragana","S2BD","4"
"Carapa","T2BE","24"
"Carapichea","S2F","3"
"Cardamine","H2F","0.5"
"Cardiocrinum","H2F","0.6"
"Cardionema","H2F","0.6"
"Cardiospermum","H2FV","3"
"Carduus","H2F","0.6"
"Carex","H2GC","0.7"
"Caribea","H2F","0.6"
"Carica","T1P","8"
"Cariniana","T2BE","24"
"Carissa","S1BE","0.3"
"Carlina","H2F","0.6"
"Carlowrightia","H2F","0.6"
"Carlquistia","H2F","0.6"
"Carludovica","H1F","0.6"
"Carminatia","H1F","0.6"
"Carnegiea","T1U","15"
"Carolus","H2F","0.6"
"Carpenteria","S2BE","3"
"Carphephorus","H2F","0.6"
"Carphochaete","H2F","0.6"
"Carpinus","T1BD","14"
"Carpobrotus","S2U","3"
"Carpodiptera","T2F","24"
"Carpotroche","T2BE","24"
"Carrichtera","H1F","0.6"
"Carterella","H2F","0.6"
"Carthamus","H1F","0.6"
