"genus","GH","ht.max"
"Cartrema","T1BE","12"
"Carum","H2F","0.6"
"Carya","T2BD","38"
"Caryocar","T2F","24"
"Caryodaphnopsis","T2BE","24"
"Caryodendron","T2F","24"
"Caryopteris","S2BE","3"
"Caryota","T2P","24"
"Casasia","T2BE","24"
"Cascabela","T1BE","12"
"Cascadia","H2F","0.6"
"Casearia","T1BE","11"
"Casimirella","L.F","12"
"Casimiroa","T2BE","24"
"Cassia","T2BD","25"
"Cassiope","S1BE","0.2"
"Cassipourea","T1BE","12"
"Cassytha","E.i","12"
"Castanea","T2BD","24"
"Castela","T1ME","10"
"Castilla","T2BE","25"
"Castilleja","H2Fi","0.6"
"Casuarina","T2NE","30"
"Catabrosa","H2GC","0.6"
"Catalpa","T1BD","14"
"Catapodium","H1GC","0.6"
"Catasetum","E.F","12"
"Catesbaea","S2BE","3"
"Catha","T1BD","12"
"Catharanthus","H2F","0.6"
"Cathestecum","H2GW","0.3"
"Catoferia","S2F","3"
"Catopsis","E.F","12"
"Cattleya","H2F","0.6"
"Caucalis","H1F","0.6"
"Caulanthus","H1F","0.6"
"Caularthron","E.F","12"
"Caulophyllum","H2F","0.8"
"Causonis","H2FV","3"
"Cavendishia","S2BE","3"
"Cayaponia","H2FV","3"
"Ceanothus","S2BE","3"
"Cecropia","T1BE","14"
"Cedrela","T2BD","29"
"Cedronella","H2F","0.6"
"Cedrus","T2NE","20"
"Ceiba","T2BD","40"
"Celastrus","L.BD","8"
"Celosia","H1F","0.6"
"Celtis","T1BD","14"
"Cenchrus","H2GW","0.6"
"Cenostigma","T2BD","24"
"Centaurea","H2F","0.6"
"Centaurium","H1F","0.6"
"Centella","H2F","0.6"
"Centipeda","H1F","0.6"
"Centradenia","T2BE","24"
"Centranthus","H2F","0.6"
"Centratherum","H2F","0.6"
"Centrolobium","T2F","24"
"Centromadia","H1F","0.6"
"Centropogon","H2FV","3"
"Centrosema","H2FV","3"
"Centrostegia","H1F","0.6"
"Cephalanthera","H2F","0.6"
"Cephalanthus","S2BD","5"
"Cephalaria","H2F","0.6"
"Cephalocereus","H2F","0.6"
"Cephalotaxus","T1NE","12"
"Ceradenia","E.F","12"
"Cerastium","H2F","0.6"
"Ceratiola","S2NE","3"
"Ceratocephala","H1F","0.6"
"Ceratonia","T2BE","24"
"Ceratophyllum","H2A","0"
"Ceratopteris","H2A","0"
"Ceratopyxis","H2F","0.6"
"Ceratosanthes","H2F","0.6"
"Ceratostigma","H2F","0.6"
"Ceratotheca","H1F","0.6"
"Ceratozamia","S2P","3"
"Cercidiphyllum","T2BD","24"
"Cercidium","H2F","0.6"
"Cercis","T1BD","15"
"Cercocarpus","T1BD","12"
"Cerdia","H2F","0.6"
"Cereus","T1U","12"
"Cerinthe","H1F","0.6"
"Cespedesia","T2BE","24"
"Cestrum","T1BE","12"
"Ceuthocarpus","H2F","0.6"
"Cevallia","H2F","0.6"
"Chaenactis","H1F","0.6"
"Chaenomeles","S2BD","2.7"
"Chaenorhinum","H1F","0.6"
"Chaerophyllum","H1F","0.6"
"Chaetadelpha","H2F","0.6"
"Chaetium","H2GW","0.6"
"Chaetocalyx","H2FV","3"
"Chaetocarpus","T2F","24"
"Chaetogastra","S1BE","0.3"
"Chaetolepis","T2BE","24"
"Chaetopappa","H2F","0.6"
"Chaetymenia","H2F","0.6"
"Chaiturus","H2F","0.6"
"Chalarothyrsus","S2F","3"
"Chamaebatia","S2BE","2.8"
"Chamaebatiaria","S2BE","2"
"Chamaechaenactis","H2F","0.6"
"Chamaecrista","H2F","0.6"
"Chamaecyparis","T2NE","31"
"Chamaecytisus","S2BE","3"
"Chamaedaphne","S2BE","1"
"Chamaedorea","S2P","3"
"Chamaelirium","H2F","0.6"
"Chamaemelum","H2F","0.6"
"Chamaenerion","H2F","0.6"
"Chamaeranthemum","H2F","0.6"
"Chamaerhodos","H2F","0.6"
"Chamaesaracha","H2F","0.6"
"Chamelaucium","S2BE","3"
"Chamguava","T2BE","24"
"Chamissoa","H2FV","3"
"Chapmannia","H2F","0.6"
"Chaptalia","H2F","0.6"
"Charadranaetes","H2F","0.6"
"Charianthus","T2BE","24"
"Charpentiera","T1BE","12"
"Chascolytrum","H2G","0.6"
"Chascotheca","H2F","0.6"
"Chasmanthe","H2F","0.6"
"Chasmanthium","H2GC","1.4"
"Chaubardiella","E.F","12"
"Chaunanthus","H2FV","3"
"Chaunochiton","T2Bi","24"
"Cheilanthes","H.FE","0.6"
"Cheiloclinium","T2BE","24"
"Cheilocostus","H2F","0.6"
"Cheilophyllum","H2F","0.6"
"Cheirodendron","T1BE","13"
"Cheiroglossa","E.F","12"
"Chelidonium","H2F","0.6"
"Chelonanthus","H2F","0.6"
"Chelone","H2F","0.5"
"Chenopodiastrum","H1F","0.6"
"Chenopodium","H1F","0.6"
"Cherleria","H2F","0.6"
"Chevreulia","H2F","0.6"
"Chiangiodendron","T2F","24"
"Chichicaste","H2F","0.6"
"Chileranthemum","S2F","3"
"Chilopsis","T1MD","15"
"Chimaphila","S1BE","0.4"
"Chimarrhis","T2BE","24"
"Chiococca","L.BE","9"
"Chionanthus","T1BD","14"
"Chione","T1BE","12"
"Chionophila","H2F","0.6"
"Chiranthodendron","T2BE","24"
"Chiropetalum","H2F","0.6"
"Chlidanthus","H2F","0.6"
"Chloracantha","S1BD","0.3"
"Chloris","H2GW","0.6"
"Chlorocrambe","H2F","0.6"
"Chlorogalum","H2F","0.6"
"Chloroleucon","T2BD","24"
"Chlorophytum","H2F","0.6"
"Chloropyron","H1Fi","0.6"
"Chlorospatha","H2F","0.6"
"Choisya","S2BE","2"
"Chomelia","T2F","24"
"Chondrilla","H2F","0.6"
"Chondrodendron","L.F","12"
"Chondroscaphe","E.F","12"
"Chorigyne","S1P","0.3"
"Chorispora","H1F","0.6"
"Chorizanthe","H1F","0.6"
"Christella","H.FE","0.6"
"Christia","H2F","0.6"
"Christiana","S2F","3"
"Christianella","H2F","0.6"
"Chromolaena","S1BE","0.3"
"Chromolepis","H2F","0.6"
"Chromolucuma","H2F","0.6"
"Chrozophora","H1F","0.6"
"Chrysactinia","S1BE","0.3"
"Chrysanthellum","H2F","0.6"
"Chrysanthemoides","H2F","0.6"
"Chrysanthemum","H2F","0.6"
"Chrysobalanus","T1BE","10"
"Chrysochlamys","T2BE","24"
"Chrysogonum","H2F","0.6"
"Chrysolepis","T2BES","26"
"Chrysoma","S1BE","0.3"
"Chrysophyllum","T1BE","12"
"Chrysopogon","H2GW","0.6"
"Chrysopsis","H2F","0.6"
"Chrysosplenium","H2F","0.6"
"Chrysothamnus","S2MD","1"
"Chrysothemis","E.F","12"
"Chusquea","H2GC","0.6"
"Chylismia","H1F","0.6"
"Chylismiella","H1F","0.6"
"Chysis","E.F","12"
"Cibotium","T1F","11"
"Cicendia","H1F","0.6"
"Cicer","H1F","0.6"
"Cicerbita","H1F","0.6"
"Ciceronia","H2F","0.6"
"Cichorium","H2F","0.6"
"Cicuta","H2F","0.7"
"Cienfuegosia","H2F","0.6"
"Cinchona","T2BE","24"
"Cinna","H2GC","1.5"
"Cinnagrostis","H2GC","0.7"
"Cinnamodendron","T2BE","24"
"Cinnamomum","T2BE","24"
"Cionosicys","H2FV","3"
"Cipura","H2F","0.6"
"Circaea","H2F","0.3"
"Cirsium","H2F","0.7"
"Cischweinfia","E.F","12"
"Cissampelos","L.BE","12"
"Cissus","L.BE","12"
"Cistanthe","H1F","0.6"
"Cistus","S1BE","0.3"
"Citharexylum","T1BE","12"
"Citronella","T2BE","24"
"Citrullus","H1FV","3"
"Citrus","T1BD","12"
"Cladanthus","H2F","0.6"
"Cladium","H2GC","0.9"
"Cladocolea","E.i","12"
"Cladoraphis","H2GW","0.6"
"Cladrastis","T2BD","20"
"Claoxylon","T1BE","12"
"Clappia","S1BE","0.3"
"Clarisia","T2BE","24"
"Clarkia","H1F","0.6"
"Clavija","T2BE","24"
"Claytonia","H2F","0.5"
"Cleidion","T2F","24"
"Cleistes","H2F","0.6"
"Cleistesiopsis","H2F","0.6"
"Clematis","L.BD","9"
"Cleome","H1F","0.6"
"Cleomella","H1F","0.6"
"Cleoserrata","H1F","0.6"
"Clermontia","T1P","12"
"Clerodendrum","T1BE","12"
"Clethra","S2BD","6"
"Cleyera","T2BE","23"
"Clibadium","T1BE","12"
"Clidemia","S2BE","3"
"Cliftonia","T1BE","12"
"Clinopodium","H2F","0.6"
"Clintonia","H2F","0.4"
"Clitoria","H2FV","3"
"Clowesia","E.F","12"
"Clusia","T1BE","11"
"Clusiella","E.F","12"
"Cneoridium","S2BE","3"
"Cnestidium","L.F","12"
"Cnidium","H2F","0.6"
"Cnidoscolus","T1BE","12"
"Coaxana","H2F","0.6"
"Cobaea","H2FV","3"
"Cobana","H2F","0.6"
"Coccineorchis","H2F","0.6"
"Coccinia","H2FV","3"
"Coccocypselum","H2F","0.6"
"Coccoloba","T1BE","13"
"Coccothrinax","T1P","12"
"Cochleanthes","E.F","12"
"Cochlearia","H2F","0.6"
"Cochliasanthus","H2F","0.6"
"Cochlidium","E.F","12"
"Cochliostema","E.F","12"
"Cochlospermum","T1BD","12"
"Cocos","T2BE","20"
"Codiaeum","T1BE","12"
"Codonanthe","H2F","0.6"
"Codonanthopsis","H2F","0.6"
"Coelia","H2F","0.6"
"Coeloneurum","H2F","0.6"
"Coelorachis","H2GW","0.7"
"Coffea","S2BE","5"
"Coincya","H2F","0.6"
"Coix","H2GW","0.6"
"Cojoba","T1BE","16"
"Cola","T2BE","24"
"Colchicum","H2F","0.6"
"Coleanthus","H1GC","0.6"
"Coleataenia","H2GW","0.6"
"Coleogyne","S2MD","2"
"Colleteria","T1BE","12"
"Collinsia","H1F","0.5"
"Collinsonia","H2F","0.6"
"Collomia","H1F","0.6"
"Colobanthus","H2F","0.6"
"Colocasia","H2A","0"
"Cologania","H2F","1.2"
"Colpothrinax","T2P","24"
"Colubrina","T1BE","11"
"Columbiadoria","H2F","0.6"
"Columnea","E.F","12"
"Colutea","S2BD","2.5"
"Comaclinium","H2F","0.6"
"Comandra","H2Fi","0.6"
"Comarostaphylis","S2BE","3"
"Comarum","H2F","0.1"
"Comastoma","H1F","0.6"
"Combretum","L.BE","16"
"Commelina","H2F","0.6"
"Commicarpus","H2FV","3"
"Comocladia","T1BE","12"
"Comparettia","E.F","12"
"Compsoneura","T2BE","24"
"Comptonia","S1BD","0.5"
"Conceveiba","T2BE","24"
"Conchocarpus","T2BE","24"
"Condalia","S2BE","3"
"Condaminea","H2F","0.6"
"Condea","H2F","0.6"
"Condylidium","H2F","0.6"
"Condylocarpon","H2F","0.6"
"Condylostylis","H2FV","3"
"Congea","L.BE","12"
"Conicosia","H2FS","0.6"
"Conimitella","H2F","0.6"
"Coniogramme","H.FE","0.6"
"Conioselinum","H2F","0.6"
"Conium","H2F","0.6"
"Connarus","L.BE","12"
"Conobea","H2F","0.6"
"Conocarpus","T1BE","15"
"Conocliniopsis","H2FV","3"
"Conoclinium","H2F","0.7"
"Conopholis","H2Fi","0.6"
"Conostegia","T2BE","24"
"Conradina","S2BE","3"
"Conringia","H1F","0.6"
"Consolea","T1U","10"
"Consolida","H1F","0.6"
"Constancea","S1BE","0.3"
"Convallaria","H2F","0.2"
"Convolvulus","H2FV","3"
"Conzattia","T2F","24"
"Copaifera","T2BD","24"
"Copernicia","T2P","24"
"Coprosma","T1BE","12"
"Coptidium","H2F","0.6"
"Coptis","H2F","0.2"
"Corallorhiza","H2Fi","0.6"
"Corchorus","H1F","0.7"
"Cordia","T1BE","13"
"Cordiera","T2F","24"
"Cordylanthus","H1Fi","0.6"
"Cordyline","S2P","5"
"Corema","S1NE","0.3"
"Coreocarpus","H2F","0.6"
"Coreopsis","H2F","0.7"
"Corethrogyne","H2F","0.6"
"Coriandrum","H1F","0.6"
"Coriaria","S2F","3"
"Corispermum","H1F","0.6"
"Cornus","S2BD","3.5"
"Cornutia","T1BE","12"
"Coronilla","H2F","0.6"
"Corrigiola","H1F","0.6"
"Cortaderia","H2GC","2"
"Coryanthes","H2F","0.6"
"Corydalis","H1F","0.6"
"Corylus","S2BD","3.5"
"Corymbia","T2BE","37"
"Corymborkis","H2F","0.6"
"Corynaea","H2Fi","0.6"
"Corynandra","H1F","0.6"
"Corynephorus","H1GC","0.6"
"Corynocarpus","T1BE","15"
"Corynopuntia","S1U","0.3"
"Coryphantha","S1U","0.3"
"Coryphopteris","H.FE","0.6"
"Corytoplectus","H2F","0.6"
"Cosmibuena","T2BE","24"
"Cosmocalyx","T2BE","24"
"Cosmos","H1F","0.6"
"Costaricia","H.FE","0.6"
"Costus","H2F","0.6"
"Cota","H2F","0.6"
"Cotinus","T1BD","14"
"Cotoneaster","S2BE","2.8"
"Cottea","H2GW","0.6"
"Cottsia","H2F","2.1"
"Cottsia","H2FV","2.1"
"Cotula","H1F","0.6"
"Cotyledon","S1U","0.3"
"Couepia","T2BE","24"
"Coulterella","H2F","0.6"
"Coulteria","T2F","24"
"Coulterophytum","H2F","0.6"
"Couma","T2BE","24"
"Couratari","T2BE","24"
"Couroupita","T2BD","24"
"Coursetia","S2BD","3"
"Coussapoa","T2BE","24"
"Coussarea","T2BE","24"
"Coutaportla","S2F","3"
"Coutarea","T2BE","24"
"Coutoubea","H2F","0.6"
"Crambe","H2F","0.6"
"Cranfillia","H.FE","0.6"
"Cranichis","H2F","0.6"
"Craniolaria","H1F","0.6"
"Crantzia","H2F","0.6"
"Crassocephalum","H1F","0.6"
"Crassula","H1FS","0.6"
"Crataegus","T1BD","12"
"Crateva","T2BD","24"
"Cremastosperma","S2BE","3"
"Cremnophila","H2F","0.6"
"Cremosperma","H2F","0.6"
"Crenea","H2F","0.6"
"Crepidomanes","H.FE","0.6"
"Crepis","H1F","0.6"
"Crescentia","T1BD","14"
"Cressa","H2F","0.2"
"Crinum","H2F","0.6"
"Critonia","S2BE","3"
"Critoniadelphus","T2F","24"
"Critoniopsis","S2U","3"
"Crocanthemum","H2F","0.6"
"Crocidium","H1F","0.6"
"Crocosmia","H2F","0.6"
"Crocus","H2F","0.6"
"Croomia","H2F","0.6"
"Croptilon","H1F","0.6"
"Crossoglossa","H2F","0.6"
"Crossopetalum","T2BE","24"
"Crossosoma","S2BD","3"
"Crotalaria","H2F","0.6"
"Croton","S2BD","2.8"
"Crucianella","H1F","0.6"
"Cruciata","H1F","0.6"
"Crucihimalaya","H2F","0.6"
"Crudia","T2F","24"
"Crumenaria","H2F","0.6"
"Crupina","H1F","0.6"
"Crusea","H1F","0.6"
"Cryosophila","T2P","24"
"Crypsis","H1GW","0.6"
"Cryptantha","H1F","0.6"
"Cryptarrhena","E.F","12"
"Cryptocarpus","H2F","0.6"
"Cryptocarya","T2BE","24"
"Cryptochloa","H2GC","0.6"
"Cryptocoryne","H2F","0.6"
"Cryptogramma","H.FE","0.6"
"Cryptomeria","T2NE","25"
"Cryptostegia","L.BE","12"
"Cryptotaenia","H2F","0.3"
"Ctenanthe","H2F","0.6"
"Ctenardisia","S2F","3"
"Ctenitis","H.FE","0.6"
"Ctenium","H2GW","0.6"
"Ctenodon","S1BE","0.3"
"Cuatresia","S2F","3"
"Cubanola","H2F","0.6"
"Cubelium","H2F","0.6"
"Cuchumatanea","H2F","0.6"
"Cucumis","H1FV","3"
"Cucurbita","H1FV","2.9"
"Cuervea","T2BE","24"
"Cuitlauzina","E.F","12"
"Culcita","T2F","24"
"Cullen","H1F","0.6"
"Cumarinia","S1U","0.3"
"Cuminum","H1F","0.6"
"Cuniculotinus","S1BD","0.3"
"Cunila","S2BE","3"
"Cunninghamia","T2NE","24"
"Cupania","T1BE","13"
"Cupaniopsis","T2BE","24"
"Cuphea","H1F","0.6"
"Cupressus","T1NE","16"
"Curarea","L.F","12"
"Curatella","T2BE","24"
"Curculigo","H2F","0.6"
"Curcuma","H2F","0.6"
"Curtia","H2F","0.6"
"Cuscatlania","H2F","0.6"
"Cuscuta","E.i","12"
"Cusickiella","H2F","0.6"
"Cuspidaria","H2F","0.6"
"Cutandia","H1GC","0.6"
"Cyanea","S2P","3"
"Cyanocephalus","H2F","0.6"
"Cyanthillium","H1F","0.6"
"Cyanus","H1F","0.6"
"Cyathea","T2F","24"
"Cyathula","H2F","0.6"
"Cybianthus","T1BE","12"
"Cycas","T1P","12"
"Cycladenia","H2F","0.6"
"Cyclanthera","H1FV","3"
"Cyclanthus","S1P","0.3"
"Cyclodium","H.FE","0.6"
"Cycloloma","H1F","0.6"
"Cyclopeltis","H.FE","0.6"
"Cyclopogon","H2F","0.6"
"Cyclosorus","H.FE","0.6"
"Cyclospermum","H1F","0.6"
"Cycnoches","E.F","12"
"Cydonia","T1BD","6"
"Cylindropuntia","S2U","3"
"Cymbalaria","H1F","0.6"
"Cymbidium","E.F","12"
"Cymbocarpa","H2Fi","0.6"
"Cymbopetalum","T2BE","24"
"Cymbopogon","H2GW","0.6"
"Cymbosema","H2FV","3"
"Cymophora","H1F","0.6"
"Cymophyllus","H2GC","0.6"
"Cymopterus","H2F","0.6"
"Cynanchum","H2FV","4.5"
"Cynara","H2F","0.6"
"Cynodon","H2GW","0.5"
"Cynoglossum","H2F","0.6"
"Cynoglottis","H2F","0.6"
"Cynometra","T2BD","24"
"Cynophalla","T1BE","12"
"Cynosciadium","H1F","0.6"
"Cynosurus","H1GC","0.6"
"Cyperus","H2GW","0.6"
"Cypholophus","S2BE","3"
"Cyphomeris","H2F","0.6"
"Cyphonanthus","H2F","0.6"
"Cypringlea","H2GC","0.6"
"Cypripedium","H2F","0.5"
"Cypselea","H2F","0.6"
"Cyrilla","T1BE","15"
"Cyrtandra","S2BE","3"
"Cyrtocarpa","T2F","24"
"Cyrtochiloides","H2F","0.6"
"Cyrtochilum","E.F","12"
"Cyrtocymura","S2BE","3"
"Cyrtomium","H.FE","0.6"
"Cyrtopodium","H2F","0.6"
"Cyrtorhyncha","H2F","0.6"
"Cystopteris","H.FE","0.6"
"Cytisus","S1BD","0.5"
"Dacrycarpus","T2NE","24"
"Dacryodes","T2BE","35"
"Dactylaena","H2F","0.6"
"Dactylis","H2GC","1"
"Dactyloctenium","H1GW","0.6"
"Dactylorhiza","H2F","0.6"
"Dahlia","H2F","0.6"
"Dahliaphyllum","H2F","0.6"
"Daiotyla","H2F","0.6"
"Dalbergia","T1BE","12"
"Dalea","H2F","0.6"
"Dalechampia","H2FV","3"
"Dalembertia","S2F","3"
"Dallwatsonia","H2F","0.6"
"Damasonium","H2F","0.5"
"Damburneya","T1BE","12"
"Damnxanthodium","H2F","0.6"
"Danaea","H.FE","0.6"
"Dandya","H2F","0.6"
"Danthonia","H2GC","0.4"
"Daphne","S1BD","0.3"
"Daphnopsis","T1BE","12"
"Darcya","H2F","0.6"
"Darlingtonia","H2F","0.6"
"Darmera","H2F","0.6"
"Dasiphora","S2BD","0.6"
"Dasistoma","H1Fi","0.6"
"Dasylirion","S1P","0.3"
"Dasynotus","H2F","0.6"
"Dasypyrum","H1GC","0.6"
"Dasytropis","H2F","0.6"
"Datisca","H2F","0.6"
"Datura","H1F","0.6"
"Daucosma","H1F","0.6"
"Daucus","H2F","0.9"
"Davallia","E.F","12"
"Davilanthus","H2F","0.6"
"Davilla","L.F","12"
"Dayia","H2F","0.6"
"Deamia","S2U","3"
"Decachaeta","S2F","3"
"Decalobanthus","H2FV","3"
"Decatropis","H2F","0.6"
"Decazyx","T2BE","24"
"Declieuxia","S2F","3"
"Decodon","S1BD","0.5"
"Dedeckera","S2BD","3"
"Deeringothamnus","S1BD","0.3"
"Deguelia","H2F","0.6"
"Deherainia","T2BE","24"
"Deinandra","H1F","0.6"
"Deiregyne","E.F","12"
"Delairea","H2FV","3"
"Delilia","H2F","0.6"
"Delissea","T1P","12"
"Delonix","T1BD","15"
"Delosperma","S1U","0.3"
"Delphinium","H2F","0.6"
"Delwiensia","H2F","0.6"
"Dendrobangia","T2BE","24"
"Dendrobium","E.F","12"
"Dendrocalamus","H2GC","0.6"
"Dendrocereus","H2F","0.6"
"Dendrocousinsia","H2F","0.6"
"Dendrolycopodium","H.FE","0.4"
"Dendromecon","S2BES","3"
"Dendropanax","T1BE","15"
"Dendropemon","E.i","12"
"Dendrophorbium","H2F","0.6"
"Dendrophthora","E.i","12"
"Dendrophylax","E.F","12"
"Dendrosida","S2F","3"
"Dendroviguiera","H2F","0.6"
"Denisophytum","T1BE","12"
"Dennstaedtia","H.FE","0.6"
"Dentella","H2F","0.6"
"Deparia","H.FE","0.6"
"Deppea","S2F","3"
"Dermatophyllum","T1BE","15"
"Deschampsia","H2GC","0.9"
"Descurainia","H2F","0.6"
"Desfontainia","S2F","3"
"Desmanthodium","S2F","3"
"Desmanthus","H2F","0.7"
"Desmodium","H2F","0.7"
"Desmoncus","T2P","24"
"Desmopsis","T2BE","24"
"Deutzia","S2BD","2.4"
"Dialium","T2BE","24"
"Diamorpha","H1F","0.6"
"Dianella","H2F","0.6"
"Dianthera","H2F","0.6"
"Dianthus","H2F","0.6"
"Diapensia","H2F","0.6"
"Diaperia","H1F","0.6"
"Diarrhena","H2GC","0.6"
"Diastatea","H2F","0.6"
"Diastema","H2F","0.6"
"Dicella","T2BE","24"
"Dicentra","H2F","0.6"
"Dicerandra","H1F","0.6"
"Dichaea","E.F","12"
"Dichaetophora","H1F","0.6"
"Dichanthelium","H2GC","0.6"
"Dichanthium","H2GW","0.9"
"Dichapetalum","L.BE","12"
"Dichelachne","H2GC","0.6"
"Dichelostemma","H2F","0.6"
"Dichodon","H2F","0.6"
"Dichondra","H2F","0.6"
"Dichorisandra","H2FV","3"
"Dichromanthus","H2F","0.6"
"Dichrostachys","T1BD","12"
"Dicksonia","T2F","25"
"Dicliptera","H2F","0.6"
"Dicoria","H1F","0.6"
"Dicranocarpus","H1F","0.6"
"Dicranoglossum","H.FE","0.6"
"Dicranopteris","H2FV","3"
"Dicranopygium","S1P","0.3"
"Dicranostegia","H1Fi","0.6"
"Dicranostyles","H2FV","3"
"Dicraspidia","T2F","24"
"Dictamnus","H2F","0.6"
"Dictyanthus","H2FV","3"
"Dictyostega","H2Fi","0.6"
"Didiplis","H1A","0"
"Didonica","S2BE","3"
"Didymaea","H2F","0.6"
"Didymochlaena","H.FE","0.6"
"Didymochlamys","E.F","12"
"Didymoglossum","H.FE","0.6"
"Dieffenbachia","H2F","0.6"
"Diervilla","S1BD","0.5"
"Dieteria","H2F","0.6"
"Dietes","H2F","0.6"
"Digera","H1F","0.6"
"Digitacalia","H2F","0.6"
"Digitalis","H2F","1.1"
"Digitaria","H2GW","0.6"
"Dilkea","L.BE","12"
"Dillenia","T1BE","13"
"Dilodendron","T2BD","24"
"Dilomilis","E.F","12"
"Dimerandra","E.F","12"
"Dimeresia","H1F","0.6"
"Dimerocostus","H2F","0.6"
"Dimocarpus","T2BE","24"
"Dimorphocarpa","H1F","0.6"
"Dimorphotheca","H2F","0.6"
"Dinebra","H1GW","0.6"
"Dinema","H2F","0.6"
"Dioclea","L.BE","12"
"Diodia","H2F","0.6"
"Diodonopsis","H2F","0.6"
"Dionaea","H2F","0.6"
"Dioon","S2P","3"
"Dioscorea","H2FV","2.9"
"Diospyros","T1BD","12"
"Diphasiastrum","H.FE","0.3"
"Diphasium","H.FE","0.6"
"Diphylleia","H2F","0.6"
"Diphysa","S2BD","3"
"Diplachne","H1GW","0.6"
"Diplacrum","H2GC","0.6"
"Diplacus","H1F","0.6"
"Diplasia","H2GC","0.6"
"Diplazium","H.FE","0.6"
"Diplopterygium","H.FE","0.6"
"Diplopterys","L.F","12"
"Diplostephium","S2F","3"
"Diplotaxis","H1F","0.6"
"Dipogon","H2FV","3"
"Dipsacus","H2F","0.6"
"Dipterostemon","H2F","0.6"
"Dipteryx","T2F","24"
"Dirca","S2BD","3"
"Dirhamphis","H2F","0.6"
"Disakisperma","H2GW","0.6"
"Dischidia","E.F","12"
"Disciphania","L.BE","12"
"Discocnide","H2F","0.6"
"Discophora","T2BE","24"
"Discyphus","H2F","0.6"
"Disocactus","E.i","12"
"Disphyma","H2F","0.6"
"Dissochondrus","H2GW","0.6"
"Disterigma","S2BE","3"
"Distichlis","H2GW","0.4"
"Distictis","L.BE","12"
"Distimake","H2FV","3"
"Ditaxis","H1FV","2.9"
"Dithyrea","H1F","0.6"
"Ditrysinia","S2BE","4"
"Ditta","T1BE","12"
"Dittrichia","H1F","0.6"
"Dodecahema","H1F","0.6"
"Dodonaea","T1BES","10"
"Doellingeria","H2F","0.6"
"Doerpfeldia","H2F","0.6"
"Dolichandra","L.BE","12"
"Doliocarpus","L.BE","12"
"Dombeya","H2F","0.6"
"Domingoa","E.F","12"
"Donnellsmithia","H2F","0.6"
"Donnellyanthus","H2F","0.6"
"Doodia","H.FE","0.6"
"Dopatrium","H1A","0"
"Doronicum","H2F","0.6"
"Dorstenia","H2F","0.6"
"Dorycnium","H2F","0.6"
"Doryopteris","H.FE","0.6"
"Dovyalis","T1BE","12"
"Downingia","H1F","0.5"
"Doyerea","H2FV","7.5"
"Doyerea","L.BE","7.5"
"Draba","H2F","0.6"
"Dracaena","T1BE","12"
"Dracocephalum","H2F","0.6"
"Dracoglossum","H.FE","0.6"
"Dracontium","S1BE","0.3"
"Dracopis","H1F","0.6"
"Dracopis","H2F","0.6"
"Dracula","E.F","12"
"Dracunculus","H2F","0.6"
"Draperia","H2F","0.6"
"Dresslerella","E.F","12"
"Dressleria","H2F","0.6"
"Dresslerothamnus","H2F","0.6"
"Drimys","T2BE","24"
"Drosanthemum","S1U","0.3"
"Drosera","H2F","0.4"
"Dryadella","E.F","12"
"Dryas","S1BE","0.3"
"Drymaria","H1F","0.6"
"Drymocallis","H2F","0.6"
"Drymonia","E.i","12"
"Dryopetalon","H2F","0.6"
"Dryopteris","H.FE","0.6"
"Drypetes","T1BE","14"
"Dubautia","S2P","3"
"Dudleya","H2FS","0.6"
"Dugesia","H2F","0.6"
"Duguetia","T2BE","24"
"Dulichium","H2GC","0.8"
"Dupontia","H2GC","0.6"
"Duranta","T1BE","12"
"Duroia","T2F","24"
"Dussia","T2BE","24"
"Dyckia","E.F","12"
"Dypsis","T2P","24"
"Dyschoriste","H2F","0.6"
"Dyscritothamnus","H2F","0.6"
"Dysodiopsis","H2F","0.6"
"Dysopsis","H2F","0.6"
"Dysphania","H1F","0.6"
"Dyssodia","H1F","0.6"
"Dystovomita","T2BE","24"
"Eastwoodia","S1BD","0.3"
"Eastwoodiella","H2F","0.7"
"Eatonella","H1F","0.6"
"Ebenopsis","T1BE","15"
"Ecballium","H2F","0.6"
"Ecclinusa","T2F","24"
"Echeandia","H2F","0.6"
"Echeveria","S1U","0.3"
"Echinacea","H2F","0.5"
"Echinocactus","S2U","3"
"Echinocereus","S1U","0.3"
"Echinochloa","H1GW","1.1"
"Echinocystis","H1FV","3"
"Echinodorus","H2F","0.6"
"Echinolaena","H2GC","0.6"
"Echinomastus","S1U","0.3"
"Echinopepon","H1FV","3"
"Echinops","H2F","0.6"
"Echinopterys","S2F","3"
"Echinosepala","H2F","0.6"
"Echites","L.BE","12"
"Echium","H2F","0.6"
"Eclipta","H2F","1"
"Edgeworthia","S2BE","3"
"Edithea","H2F","0.6"
"Edrastima","H1F","0.6"
"Egeria","H2A","0"
"Egletes","H1F","0.6"
"Ehrendorferia","H2F","0.6"
"Ehretia","T1BE","14"
"Ehrharta","H2GC","0.9"
"Eichhornia","H2A","0"
"Eirmocephala","H2F","0.6"
"Eizia","H2F","0.6"
"Ekmania","H2F","0.6"
"Ekmanianthe","T2F","24"
"Ekmaniopappus","H2F","0.6"
"Ekmanochloa","H2GC","0.6"
"Elachyptera","T2BE","24"
"Elaeagia","T2F","24"
"Elaeagnus","S2BD","4.5"
"Elaeis","T2P","24"
"Elaeocarpus","T1BE","12"
