"Scientific.Name","preGH","Stem","Size","Leaf","GH","genus","ht.max"
"Aesculus sylvatica","T1BD","T","1","BD","T1BD","Aesculus",15
"Aesculus X bushii","T.BD","T","1","BD","T1BD","Aesculus",12
"Aesculus X hybrida","T.BD","T","1","BD","T1BD","Aesculus",12
"Aesculus X marylandica","T.BD","T","1","BD","T1BD","Aesculus",12
"Aesculus X mutabilis","T.BD","T","1","BD","T1BD","Aesculus",12
"Aesculus X neglecta","T.BD","T","1","BD","T1BD","Aesculus",12
"Aesculus X worlitzensis","T.BD","T","1","BD","T1BD","Aesculus",12
"Aethusa cynapium","H1F","H","1","F","H1F","Aethusa",0.6
"Afrocarpus falcatus","T2BE","T","2","BE","T2BE","Afrocarpus",24
"Afrocarpus mannii","T2BE","T","2","BE","T2BE","Afrocarpus",24
"Agalinis decemloba","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis aphylla","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis aspera","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis auriculata","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis caddoensis","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis calycina","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis densiflora","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis divaricata","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis edwardsiana","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis fasciculata","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis filicaulis","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis filifolia","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis flexicaulis","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis gattingeri","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis georgiana","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis harperi","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis heterophylla","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis homalantha","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis laxa","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis linifolia","H2Fi","H","2","Fi","H2Fi","Agalinis",0.6
"Agalinis maritima","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis navasotensis","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis neoscotica","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis obtusifolia","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis oligophylla","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis purpurea var. parviflora","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis plukenetii","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis pulchella","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis purpurea","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis setacea","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis skinneriana","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis strictifolia","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis tenella","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis tenuifolia","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agalinis viridis","H1Fi","H","1","Fi","H1Fi","Agalinis",0.6
"Agapanthus praecox","H2F","H","2","F","H2F","Agapanthus",0.6
"Agarista populifolia","S2BE","S","2","BE","S2BE","Agarista",3
"Agarista populifolia","S2BE","S","2","BE","S2BE","Agarista",2.7
"Agastache breviflora","H2F","H","2","F","H2F","Agastache",0.6
"Agastache cana","H2F","H","2","F","H2F","Agastache",0.6
"Agastache cusickii","H2F","H","2","F","H2F","Agastache",0.6
"Agastache foeniculum","H2F","H","2","F","H2F","Agastache",0.6
"Agastache mearnsii","H2F","H","2","F","H2F","Agastache",0.6
"Agastache micrantha","H2F","H","2","F","H2F","Agastache",0.6
"Agastache nepetoides","H2F","H","2","F","H2F","Agastache",0.6
"Agastache occidentalis","H2F","H","2","F","H2F","Agastache",0.6
"Agastache pallida","H2F","H","2","F","H2F","Agastache",0.6
"Agastache pallidiflora","H2F","H","2","F","H2F","Agastache",0.6
"Agastache parvifolia","H2F","H","2","F","H2F","Agastache",0.6
"Agastache pringlei","H2F","H","2","F","H2F","Agastache",0.6
"Agastache rugosa","H2F","H","2","F","H2F","Agastache",0.6
"Agastache rupestris","H2F","H","2","F","H2F","Agastache",0.6
"Agastache scrophulariifolia","H2F","H","2","F","H2F","Agastache",0.6
"Agastache urticifolia","H2F","H","2","F","H2F","Agastache",1.5
"Agastache wrightii","H2F","H","2","F","H2F","Agastache",0.6
"Agathis robusta","T2BE","T","2","BE","T2BE","Agathis",25
"Agave americana","S1U","S","1","U","S1U","Agave",0.5
"Agave angustifolia","S1U","S","1","U","S1U","Agave",0.3
"Agave attenuata","S1U","S","1","U","S1U","Agave",0.3
"Agave chrysantha","S1U","S","1","U","S1U","Agave",0.3
"Agave decipiens","S1U","S","1","U","S1U","Agave",0.3
"Agave delamateri","S1U","S","1","U","S1U","Agave",0.3
"Agave deserti","S1U","S","1","U","S1U","Agave",0.3
"Agave desmettiana","S1U","S","1","U","S1U","Agave",0.3
"Agave eggersiana","S1U","S","1","U","S1U","Agave",0.3
"Agave glomeruliflora","S1U","S","1","U","S1U","Agave",0.3
"Agave gracilipes","S1U","S","1","U","S1U","Agave",0.3
"Agave havardiana","S1U","S","1","U","S1U","Agave",0.3
"Agave lechuguilla","S1U","S","1","U","S1U","Agave",0.3
"Agave mckelveyana","S1U","S","1","U","S1U","Agave",0.3
"Agave minor","S1U","S","1","U","S1U","Agave",0.3
"Agave missionum","S1U","S","1","U","S1U","Agave",0.3
"Agave murpheyi","S1U","S","1","U","S1U","Agave",0.3
"Agave weberi","S1U","S","1","U","S1U","Agave",0.3
"Agave palmeri","S1U","S","1","U","S1U","Agave",0.3
"Agave parryi","S1U","S","1","U","S1U","Agave",0.3
"Agave parviflora","S1U","S","1","U","S1U","Agave",0.3
"Agave phillipsiana","S1U","S","1","U","S1U","Agave",0.3
"Agave schottii","S1U","S","1","U","S1U","Agave",0.3
"Agave shawii","S1U","S","1","U","S1U","Agave",0.3
"Agave sisalana","S1U","S","1","U","S1U","Agave",0.3
"Agave toumeyana","S1U","S","1","U","S1U","Agave",0.3
"Agave lophantha","S1U","S","1","U","S1U","Agave",0.3
"Agave utahensis","S1U","S","1","U","S1U","Agave",0.3
"Agave verdensis","S1U","S","1","U","S1U","Agave",0.3
"Agave X ajoensis","S1U","S","1","U","S1U","Agave",0.3
"Agave X arizonica","S1U","S","1","U","S1U","Agave",0.3
"Agave yavapaiensis","S1U","S","1","U","S1U","Agave",0.3
"Agdestis clematidea","H2FV","H","2","FV","H2FV","Agdestis",3
"Ageratina adenophora","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina altissima","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina aromatica","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina havanensis","S2BE","S","2","BE","S2BE","Ageratina",3
"Ageratina herbacea","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina jucunda","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina lemmonii","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina luciae-brauniae","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina occidentalis","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina paupercula","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina resiniflua","S2BE","S","2","BE","S2BE","Ageratina",3
"Ageratina riparia","S1BE","S","1","BE","S1BE","Ageratina",0.3
"Ageratina rothrockii","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina shastensis","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina thyrsiflora","H2F","H","2","F","H2F","Ageratina",0.6
"Ageratina wrightii","S1BD","S","1","BD","S1BD","Ageratina",0.3
"Ageratum conyzoides","H2F","H","2","F","H2F","Ageratum",0.6
"Ageratum corymbosum","H2F","H","2","F","H2F","Ageratum",0.6
"Ageratum houstonianum","H2F","H","2","F","H2F","Ageratum",0.6
"Ageratum maritimum","H2F","H","2","F","H2F","Ageratum",0.6
"Aglaonema commutatum","H2F","H","2","F","H2F","Aglaonema",0.6
"Aglaonema pictum","H2F","H","2","F","H2F","Aglaonema",0.6
"Agnorhiza bolanderi","H2F","H","2","F","H2F","Agnorhiza",0.6
"Agnorhiza elata","H2F","H","2","F","H2F","Agnorhiza",0.6
"Agnorhiza invenusta","H2F","H","2","F","H2F","Agnorhiza",0.6
"Agnorhiza ovata","H2F","H","2","F","H2F","Agnorhiza",0.6
"Agnorhiza reticulata","H2F","H","2","F","H2F","Agnorhiza",0.6
"Agoseris apargioides","H2F","H","2","F","H2F","Agoseris",0.6
"Agoseris aurantiaca","H2F","H","2","F","H2F","Agoseris",0.3
"Agoseris glauca","H2F","H","2","F","H2F","Agoseris",0.3
"Agoseris grandiflora","H2F","H","2","F","H2F","Agoseris",0.5
"Agoseris heterophylla","H1F","H","1","F","H1F","Agoseris",0.6
"Agoseris hirsuta","H2F","H","2","F","H2F","Agoseris",0.6
"Agoseris monticola","H2F","H","2","F","H2F","Agoseris",0.6
"Agoseris parviflora","H2F","H","2","F","H2F","Agoseris",0.6
"Agoseris retrorsa","H2F","H","2","F","H2F","Agoseris",0.6
"Agoseris X agrestis","H.F","H","2","F","H2F","Agoseris",0.6
"Agoseris X dasycarpa","","H","2","F","H2F","Agoseris",0.6
"Agoseris X elata","","H","2","F","H2F","Agoseris",0.6
"Agoseris X montana","","H","2","F","H2F","Agoseris",0.6
"Agrimonia eupatoria","H2F","H","2","F","H2F","Agrimonia",0.8
"Agrimonia gryposepala","H2F","H","2","F","H2F","Agrimonia",2
"Agrimonia incisa","H2F","H","2","F","H2F","Agrimonia",0.8
"Agrimonia microcarpa","H2F","H","2","F","H2F","Agrimonia",0.8
"Agrimonia parviflora","H2F","H","2","F","H2F","Agrimonia",2
"Agrimonia pubescens","H2F","H","2","F","H2F","Agrimonia",0.8
"Agrimonia repens","H2F","H","2","F","H2F","Agrimonia",0.8
"Agrimonia rostellata","H2F","H","2","F","H2F","Agrimonia",0.7
"Agrimonia striata","H2F","H","2","F","H2F","Agrimonia",2
"Agropyron cristatum","H2GC","H","2","GC","H2GC","Agropyron",1
"Agropyron fragile","H2GC","H","2","GC","H2GC","Agropyron",1
"Agrostemma brachyloba","H1F","H","1","F","H1F","Agrostemma",0.6
"Agrostemma githago","H1F","H","1","F","H1F","Agrostemma",0.6
"Agrostis anadyrensis","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis blasdalei","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis canina","H2GC","H","2","GC","H2GC","Agrostis",0.5
"Agrostis capillaris","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis castellana","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis clavata","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis densiflora","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis elliottiana","H1GC","H","1","GC","H1GC","Agrostis",0.6
"Agrostis exarata","H2GC","H","2","GC","H2GC","Agrostis",1
"Agrostis gigantea","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis hallii","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis hendersonii","H1GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis hooveri","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis howellii","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis hyemalis","H2GC","H","2","GC","H2GC","Agrostis",1
"Agrostis idahoensis","H2GC","H","2","GC","H2GC","Agrostis",0.4
"Agrostis lacuna-vernalis","H1GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis mertensii","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis microphylla","H1GC","H","1","GC","H1GC","Agrostis",0.6
"Agrostis nebulosa","H1GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis oregonensis","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis pallens","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis pauzhetica","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis perennans","H2GC","H","2","GC","H2GC","Agrostis",1
"Agrostis rossiae","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis sandwicensis","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis scabra","H2GC","H","2","GC","H2GC","Agrostis",0.8
"Agrostis stolonifera","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis variabilis","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Agrostis vinealis","H2GC","H","2","GC","H2GC","Agrostis",0.6
"Ailanthus altissima","T2BD","T","2","BD","T2BD","Ailanthus",25
"Aiphanes minima","T1P","T","1","P","T1P","Aiphanes",15
"Aira caryophyllea","H1GC","H","1","GC","H1GC","Aira",0.6
"Aira elegans","H1GC","H","1","GC","H1GC","Aira",0.6
"Aira praecox","H1GC","H","1","GC","H1GC","Aira",0.6
"Aizopsis aizoon","H2FS","H","2","FS","H2FS","Aizopsis",0.6
"Ajuga chamaepitys","H1F","H","1","F","H1F","Ajuga",0.6
"Ajuga genevensis","H2F","H","2","F","H2F","Ajuga",0.5
"Ajuga pyramidalis","H2F","H","2","F","H2F","Ajuga",0.5
"Ajuga reptans","H2F","H","2","F","H2F","Ajuga",0.1
"Akebia quinata","L.BD","L",".","BD","L.BD","Akebia",11
"Akebia X pentaphylla","L.BE","L",".","BE","L.BE","Akebia",12
"Albizia adianthifolia","T.BD","T","1","BD","T1BD","Albizia",12
"Albizia adinocephala","T.BE","T","1","BE","T1BE","Albizia",12
"Albizia carbonaria","T.BD","T","1","BD","T1BD","Albizia",12
"Albizia chinensis","T.BD","T","1","BD","T1BD","Albizia",12
"Albizia julibrissin","T1BD","T","1","BD","T1BD","Albizia",15
"Albizia lebbeck","T1BD","T","1","BD","T1BD","Albizia",15
"Albizia lebbekoides","T.BD","T","1","BD","T1BD","Albizia",12
"Albizia niopoides","T.BD","T","1","BD","T1BD","Albizia",12
"Albizia procera","T2BD","T","2","BD","T2BD","Albizia",20
"Albizia saponaria","T.BD","T","1","BD","T1BD","Albizia",12
"Alcea biennis","H2F","H","2","F","H2F","Alcea",0.6
"Alcea rosea","H2F","H","2","F","H2F","Alcea",0.6
"Alchemilla alpina","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla filicaulis","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla glabra","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla glaucescens","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla glomerulans","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla mollis","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla monticola","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla subcrenata","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla venosa","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchemilla wichurae","H2F","H","2","F","H2F","Alchemilla",0.6
"Alchornea latifolia","T1BE","T","1","BE","T1BE","Alchornea",15
"Alchorneopsis floribunda","T.BE","T","1","BE","T1BE","Alchorneopsis",12
"Alchorneopsis floribunda","T1BE","T","1","BE","T1BE","Alchorneopsis",12
"Aldrovanda vesiculosa","H2F","H","2","F","H2F","Aldrovanda",0.6
"Alectra aspera","H1Fi","H","1","Fi","H1Fi","Alectra",0.6
"Alectryon macrococcus","T.BE","T","2","BE","T2BE","Alectryon",24
"Aletes acaulis","H2F","H","2","F","H2F","Aletes",0.6
"Aletes humilis","H2F","H","2","F","H2F","Aletes",0.6
"Aletris aurea","H2F","H","2","F","H2F","Aletris",0.6
"Aletris bracteata","H2F","H","2","F","H2F","Aletris",0.6
"Aletris farinosa","H2F","H","2","F","H2F","Aletris",0.6
"Aletris lutea","H2F","H","2","F","H2F","Aletris",0.6
"Aletris obovata","H2F","H","2","F","H2F","Aletris",0.6
"Aletris X tottenii","","H","2","F","H2F","Aletris",0.6
"Aleurites moluccanus","T.BE","T","2","BE","T2BE","Aleurites",20
"Alhagi maurorum","S2BD","S","2","BD","S2BD","Alhagi",3
"Aliciella caespitosa","H2F","H","1","F","H1F","Aliciella",0.6
"Aliciella cliffordii","H2F","H","2","F","H2F","Aliciella",0.6
"Aliciella formosa","H2F","H","2","F","H2F","Aliciella",0.6
"Aliciella haydenii","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella heterostyla","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella humillima","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella hutchinsifolia","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella latifolia","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella latifolia ssp. latifolia","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella leptomeria","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella lottiae","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella mcvickerae","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella micromeria","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella monoensis","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella nyensis","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella penstemonoides","H2F","H","1","F","H1F","Aliciella",0.6
"Aliciella pinnatifida","H2F","H","2","F","H2F","Aliciella",0.6
"Aliciella ripleyi","H2F","H","1","F","H1F","Aliciella",0.6
"Aliciella sedifolia","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella stenothyrsa","H2F","H","1","F","H1F","Aliciella",0.6
"Aliciella subacaulis","H1F","H","1","F","H1F","Aliciella",0.6
"Aliciella subnuda","H2F","H","1","F","H1F","Aliciella",0.6
"Aliciella tenuis","H2F","H","1","F","H1F","Aliciella",0.6
"Aliciella triodon","H1F","H","1","F","H1F","Aliciella",0.6
"Alisma gramineum","H2F","H","2","F","H2F","Alisma",0.5
"Alisma lanceolatum","H2F","H","2","F","H2F","Alisma",0.6
"Alisma plantago-aquatica","H2F","H","2","F","H2F","Alisma",1
"Alisma subcordatum","H2F","H","2","F","H2F","Alisma",0.2
"Alisma triviale","H2F","H","2","F","H2F","Alisma",0.6
"Alkekengi officinarum","H2F","H","2","F","H2F","Alkekengi",0.6
"Allamanda blanchetii","L.BE","L",".","BE","L.BE","Allamanda",12
"Allamanda cathartica","L.BE","L",".","BE","L.BE","Allamanda",12
"Allamanda schottii","L.BE","L",".","BE","L.BE","Allamanda",12
"Allenrolfea occidentalis","S1BE","S","1","BE","S1BE","Allenrolfea",0.3
"Alliaria petiolata","H1F","H","1","F","H1F","Alliaria",0.3
"Allionia choisyi","H2F","H","2","F","H2F","Allionia",0.6
"Allionia incarnata","H2F","H","2","F","H2F","Allionia",0.6
"Allium aaseae","H2F","H","2","F","H2F","Allium",0.6
"Allium abramsii","H2F","H","2","F","H2F","Allium",0.6
"Allium acuminatum","H2F","H","2","F","H2F","Allium",0.3
"Allium allegheniense","H2F","H","2","F","H2F","Allium",0.6
"Allium ampeloprasum","H2F","H","2","F","H2F","Allium",0.6
"Allium amplectens","H2F","H","2","F","H2F","Allium",0.6
"Allium anceps","H2F","H","2","F","H2F","Allium",0.6
"Allium atrorubens","H2F","H","2","F","H2F","Allium",0.6
"Allium bigelovii","H2F","H","2","F","H2F","Allium",0.6
"Allium bisceptrum","H2F","H","2","F","H2F","Allium",0.6
"Allium bolanderi","H2F","H","2","F","H2F","Allium",0.6
"Allium brandegeei","H2F","H","2","F","H2F","Allium",0.6
"Allium brevistylum","H2F","H","2","F","H2F","Allium",0.6
"Allium burlewii","H2F","H","2","F","H2F","Allium",0.6
"Allium campanulatum","H2F","H","2","F","H2F","Allium",0.6
"Allium canadense","H2F","H","2","F","H2F","Allium",0.6
"Allium cepa","H2F","H","2","F","H2F","Allium",0.6
"Allium cernuum","H2F","H","2","F","H2F","Allium",0.6
"Allium columbianum","H2F","H","2","F","H2F","Allium",0.6
"Allium constrictum","H2F","H","2","F","H2F","Allium",0.6
"Allium coryi","H2F","H","2","F","H2F","Allium",0.6
"Allium cratericola","H2F","H","2","F","H2F","Allium",0.6
"Allium crenulatum","H2F","H","2","F","H2F","Allium",0.6
"Allium crispum","H2F","H","2","F","H2F","Allium",0.6
"Allium cuthbertii","H2F","H","2","F","H2F","Allium",0.6
"Allium denticulatum","H2F","H","2","F","H2F","Allium",0.6
"Allium diabolense","H2F","H","2","F","H2F","Allium",0.6
"Allium dichlamydeum","H2F","H","2","F","H2F","Allium",0.6
"Allium dictuon","H2F","H","2","F","H2F","Allium",0.6
"Allium douglasii","H2F","H","2","F","H2F","Allium",0.3
"Allium drummondii","H2F","H","2","F","H2F","Allium",0.6
"Allium elmendorfii","H2F","H","2","F","H2F","Allium",0.6
"Allium falcifolium","H2F","H","2","F","H2F","Allium",0.6
"Allium fibrillum","H2F","H","2","F","H2F","Allium",0.6
"Allium fimbriatum","H2F","H","2","F","H2F","Allium",0.6
"Allium fistulosum","H2F","H","2","F","H2F","Allium",0.6
"Allium geyeri","H2F","H","2","F","H2F","Allium",0.6
"Allium gooddingii","H2F","H","2","F","H2F","Allium",0.6
"Allium haematochiton","H2F","H","2","F","H2F","Allium",0.6
"Allium hickmanii","H2F","H","2","F","H2F","Allium",0.6
"Allium hoffmanii","H2F","H","2","F","H2F","Allium",0.6
"Allium hollandicum","H2F","H","2","F","H2F","Allium",0.6
"Allium howellii","H2F","H","2","F","H2F","Allium",0.6
"Allium hyalinum","H2F","H","2","F","H2F","Allium",0.6
"Allium jepsonii","H2F","H","2","F","H2F","Allium",0.6
"Allium kunthii","H2F","H","2","F","H2F","Allium",0.6
"Allium lacunosum","H2F","H","2","F","H2F","Allium",0.6
"Allium lemmonii","H2F","H","2","F","H2F","Allium",0.6
"Allium macropetalum","H2F","H","2","F","H2F","Allium",0.6
"Allium macrum","H2F","H","2","F","H2F","Allium",0.6
"Allium madidum","H2F","H","2","F","H2F","Allium",0.6
"Allium marvinii","H2F","H","2","F","H2F","Allium",0.6
"Allium membranaceum","H2F","H","2","F","H2F","Allium",0.6
"Allium monticola","H2F","H","2","F","H2F","Allium",0.6
"Allium munzii","H2F","H","2","F","H2F","Allium",0.6
"Allium neapolitanum","H2F","H","2","F","H2F","Allium",0.6
"Allium nevadense","H2F","H","2","F","H2F","Allium",0.6
"Allium nevii","H2F","H","2","F","H2F","Allium",0.6
"Allium nigrum","H2F","H","2","F","H2F","Allium",0.6
"Allium obtusum","H2F","H","2","F","H2F","Allium",0.6
"Allium oleraceum","H2F","H","2","F","H2F","Allium",0.6
"Allium oxyphilum","H2F","H","2","F","H2F","Allium",0.6
"Allium paniculatum","H2F","H","2","F","H2F","Allium",0.6
"Allium parishii","H2F","H","2","F","H2F","Allium",0.6
"Allium parryi","H2F","H","2","F","H2F","Allium",0.6
"Allium parvum","H2F","H","2","F","H2F","Allium",0.6
"Allium passeyi","H2F","H","2","F","H2F","Allium",0.6
"Allium peninsulare","H2F","H","2","F","H2F","Allium",0.6
"Allium perdulce","H2F","H","2","F","H2F","Allium",0.6
"Allium platycaule","H2F","H","2","F","H2F","Allium",0.6
"Allium tolmiei var. tolmiei","H2F","H","2","F","H2F","Allium",0.6
"Allium plummerae","H2F","H","2","F","H2F","Allium",0.6
"Allium porrum","H2F","H","2","F","H2F","Allium",0.6
"Allium praecox","H2F","H","2","F","H2F","Allium",0.6
"Allium punctum","H2F","H","2","F","H2F","Allium",0.6
"Allium rhizomatum","H2F","H","2","F","H2F","Allium",0.6
"Allium robinsonii","H2F","H","2","F","H2F","Allium",0.6
"Allium rotundum","H2F","H","2","F","H2F","Allium",0.6
"Allium runyonii","H2F","H","2","F","H2F","Allium",0.6
"Allium sanbornii","H2F","H","2","F","H2F","Allium",0.6
"Allium sativum","H2F","H","2","F","H2F","Allium",0.6
"Allium schoenoprasum","H2F","H","2","F","H2F","Allium",0.6
"Allium scilloides","H2F","H","2","F","H2F","Allium",0.6
"Allium serra","H2F","H","2","F","H2F","Allium",0.6
"Allium sharsmithiae","H2F","H","2","F","H2F","Allium",0.6
"Allium shevockii","H2F","H","2","F","H2F","Allium",0.6
