"family","genus","ac"
"Poaceae","Styppeiochloa",TRUE
"Poaceae","Sucrea",TRUE
"Poaceae","Suddia",TRUE
"Poaceae","Swallenia",TRUE
"Poaceae","Sylvipoa",TRUE
"Poaceae","Symplectrodia",TRUE
"Poaceae","Taeniatherum",TRUE
"Poaceae","Taeniorhachis",TRUE
"Poaceae","Tarigidia",TRUE
"Poaceae","Tatianyx",TRUE
"Poaceae","Temburongia",TRUE
"Poaceae","Temochloa",TRUE
"Poaceae","Tenaxia",TRUE
"Poaceae","Tetrachaete",TRUE
"Poaceae","Tetrachne",TRUE
"Poaceae","Tetrapogon",TRUE
"Poaceae","Thamnocalamus",TRUE
"Poaceae","Thaumastochloa",TRUE
"Poaceae","Thelepogon",TRUE
"Poaceae","Thellungia",TRUE
"Poaceae","Themeda",TRUE
"Poaceae","Thinopyrum",TRUE
"Poaceae","Thorneochloa",TRUE
"Poaceae","Thrasya",TRUE
"Poaceae","Thrasyopsis",TRUE
"Poaceae","Thuarea",TRUE
"Poaceae","Thyridachne",TRUE
"Poaceae","Thyridolepis",TRUE
"Poaceae","Thyrsostachys",TRUE
"Poaceae","Thysanolaena",TRUE
"Poaceae","Tibisia",TRUE
"Poaceae","Torreyochloa",TRUE
"Poaceae","Tovarochloa",TRUE
"Poaceae","Trachypogon",TRUE
"Poaceae","Trachys",TRUE
"Poaceae","Tragus",TRUE
"Poaceae","Tribolium",TRUE
"Poaceae","Trichachne",TRUE
"Poaceae","Trichloris",TRUE
"Poaceae","Tricholaena",TRUE
"Poaceae","Trichoneura",TRUE
"Poaceae","Trichopteryx",TRUE
"Poaceae","Tridens",TRUE
"Poaceae","Tridentopsis",TRUE
"Poaceae","Trilobachne",TRUE
"Poaceae","Triniochloa",TRUE
"Poaceae","Triodia",TRUE
"Poaceae","Tripidium",TRUE
"Poaceae","Triplachne",TRUE
"Poaceae","Triplasiella",TRUE
"Poaceae","Triplasis",TRUE
"Poaceae","Triplopogon",TRUE
"Poaceae","Tripogon",TRUE
"Poaceae","Tripsacum",TRUE
"Poaceae","Triraphis",TRUE
"Poaceae","Triscenia",TRUE
"Poaceae","Trisetaria",TRUE
"Poaceae","Trisetum",TRUE
"Poaceae","Tristachya",TRUE
"Poaceae","Triticum",TRUE
"Poaceae","Tuctoria",TRUE
"Poaceae","Tzvelevia",TRUE
"Poaceae","Uniola",TRUE
"Poaceae","Uranthoecium",TRUE
"Poaceae","Urelytrum",TRUE
"Poaceae","Urochloa",TRUE
"Poaceae","Urochondra",TRUE
"Poaceae","Vahlodea",TRUE
"Poaceae","Valiha",TRUE
"Poaceae","Vaseyochloa",TRUE
"Poaceae","Ventenata",TRUE
"Poaceae","Vietnamocalamus",TRUE
"Poaceae","Vietnamochloa",TRUE
"Poaceae","Viguierella",TRUE
"Poaceae","Vossia",TRUE
"Poaceae","Vulpia",TRUE
"Poaceae","Vulpiella",TRUE
"Poaceae","Whiteochloa",TRUE
"Poaceae","Willkommia",TRUE
"Poaceae","Xerochloa",TRUE
"Poaceae","Yakirra",TRUE
"Poaceae","Yushania",TRUE
"Poaceae","Yvesia",TRUE
"Poaceae","Zea",TRUE
"Poaceae","Zenkeria",TRUE
"Poaceae","Zeugites",TRUE
"Poaceae","Zingeria",TRUE
"Poaceae","Zizania",TRUE
"Poaceae","Zizaniopsis",TRUE
"Poaceae","Zonotriche",TRUE
"Poaceae","Zoysia",TRUE
"Poaceae","Zuloagaea",TRUE
"Poaceae","Zygochloa",TRUE
"Ceratophyllaceae","Ceratophyllum",TRUE
"Eupteleaceae","Euptelea",TRUE
"Papaveraceae","Adlumia",TRUE
"Papaveraceae","Arctomecon",TRUE
"Papaveraceae","Argemone",TRUE
"Papaveraceae","Bocconia",TRUE
"Papaveraceae","Canbya",TRUE
"Papaveraceae","Capnoides",TRUE
"Papaveraceae","Ceratocapnos",TRUE
"Papaveraceae","Chelidonium",TRUE
"Papaveraceae","Corydalis",TRUE
"Papaveraceae","Cryptocapnos",TRUE
"Papaveraceae","Cysticapnos",TRUE
"Papaveraceae","Dactylicapnos",TRUE
"Papaveraceae","Dendromecon",TRUE
"Papaveraceae","Dicentra",TRUE
"Papaveraceae","Dicranostigma",TRUE
"Papaveraceae","Discocapnos",TRUE
"Papaveraceae","Ehrendorferia",TRUE
"Papaveraceae","Eomecon",TRUE
"Papaveraceae","Eschscholzia",TRUE
"Papaveraceae","Fumaria",TRUE
"Papaveraceae","Fumariola",TRUE
"Papaveraceae","Glaucium",TRUE
"Papaveraceae","Hesperomecon",TRUE
"Papaveraceae","Hunnemannia",TRUE
"Papaveraceae","Hylomecon",TRUE
"Papaveraceae","Hypecoum",TRUE
"Papaveraceae","Lamprocapnos",TRUE
"Papaveraceae","Macleaya",TRUE
"Papaveraceae","Meconella",TRUE
"Papaveraceae","Meconopsis",TRUE
"Papaveraceae","Papaver",TRUE
"Papaveraceae","Platycapnos",TRUE
"Papaveraceae","Platystemon",TRUE
"Papaveraceae","Platystigma",TRUE
"Papaveraceae","Pseudofumaria",TRUE
"Papaveraceae","Pteridophyllum",TRUE
"Papaveraceae","Roemeria",TRUE
"Papaveraceae","Romneya",TRUE
"Papaveraceae","Rupicapnos",TRUE
"Papaveraceae","Sanguinaria",TRUE
"Papaveraceae","Sarcocapnos",TRUE
"Papaveraceae","Stylomecon",TRUE
"Papaveraceae","Stylophorum",TRUE
"Papaveraceae","Trigonocapnos",TRUE
"Circaeasteraceae","Circaeaster",TRUE
"Circaeasteraceae","Kingdonia",TRUE
"Lardizabalaceae","Akebia",TRUE
"Lardizabalaceae","Boquila",TRUE
"Lardizabalaceae","Decaisnea",TRUE
"Lardizabalaceae","Lardizabala",TRUE
"Lardizabalaceae","Sargentodoxa",TRUE
"Lardizabalaceae","Sinofranchetia",TRUE
"Lardizabalaceae","Stauntonia",TRUE
"Menispermaceae","Abuta",TRUE
"Menispermaceae","Albertisia",TRUE
"Menispermaceae","Anamirta",TRUE
"Menispermaceae","Anisocycla",TRUE
"Menispermaceae","Anomospermum",TRUE
"Menispermaceae","Antizoma",TRUE
"Menispermaceae","Arcangelisia",TRUE
"Menispermaceae","Aspidocarya",TRUE
"Menispermaceae","Beirnaertia",TRUE
"Menispermaceae","Borismene",TRUE
"Menispermaceae","Burasaia",TRUE
"Menispermaceae","Calycocarpum",TRUE
"Menispermaceae","Carronia",TRUE
"Menispermaceae","Caryomene",TRUE
"Menispermaceae","Chasmanthera",TRUE
"Menispermaceae","Chlaenandra",TRUE
"Menispermaceae","Chondrodendron",TRUE
"Menispermaceae","Cionomene",TRUE
"Menispermaceae","Cissampelos",TRUE
"Menispermaceae","Cocculus",TRUE
"Menispermaceae","Coscinium",TRUE
"Menispermaceae","Curarea",TRUE
"Menispermaceae","Cyclea",TRUE
"Menispermaceae","Dialytheca",TRUE
"Menispermaceae","Dioscoreophyllum",TRUE
"Menispermaceae","Diploclisia",TRUE
"Menispermaceae","Disciphania",TRUE
"Menispermaceae","Elephantomene",TRUE
"Menispermaceae","Eleutharrhena",TRUE
"Menispermaceae","Fibraurea",TRUE
"Menispermaceae","Haematocarpus",TRUE
"Menispermaceae","Hyperbaena",TRUE
"Menispermaceae","Hypserpa",TRUE
"Menispermaceae","Jateorhiza",TRUE
"Menispermaceae","Kolobopetalum",TRUE
"Menispermaceae","Legnephora",TRUE
"Menispermaceae","Leptoterantha",TRUE
"Menispermaceae","Limacia",TRUE
"Menispermaceae","Limaciopsis",TRUE
"Menispermaceae","Macrococculus",TRUE
"Menispermaceae","Menispermum",TRUE
"Menispermaceae","Nephroia",TRUE
"Menispermaceae","Odontocarya",TRUE
"Menispermaceae","Orthogynium",TRUE
"Menispermaceae","Orthomene",TRUE
"Menispermaceae","Pachygone",TRUE
"Menispermaceae","Parabaena",TRUE
"Menispermaceae","Penianthus",TRUE
"Menispermaceae","Pericampylus",TRUE
"Menispermaceae","Platytinospora",TRUE
"Menispermaceae","Pleogyne",TRUE
"Menispermaceae","Pycnarrhena",TRUE
"Menispermaceae","Rhaptonema",TRUE
"Menispermaceae","Rhigiocarya",TRUE
"Menispermaceae","Sarcolophium",TRUE
"Menispermaceae","Sarcopetalum",TRUE
"Menispermaceae","Sciadotenia",TRUE
"Menispermaceae","Sinomenium",TRUE
"Menispermaceae","Sphenocentrum",TRUE
"Menispermaceae","Spirospermum",TRUE
"Menispermaceae","Stephania",TRUE
"Menispermaceae","Strychnopsis",TRUE
"Menispermaceae","Synandropus",TRUE
"Menispermaceae","Synclisia",TRUE
"Menispermaceae","Syntriandrium",TRUE
"Menispermaceae","Syrrheonema",TRUE
"Menispermaceae","Telitoxicum",TRUE
"Menispermaceae","Tiliacora",TRUE
"Menispermaceae","Tinomiscium",TRUE
"Menispermaceae","Tinospora",TRUE
"Menispermaceae","Triclisia",TRUE
"Menispermaceae","Ungulipetalum",TRUE
"Berberidaceae","× Mahoberberis",TRUE
"Berberidaceae","Achlys",TRUE
"Berberidaceae","Alloberberis",TRUE
"Berberidaceae","Berberis",TRUE
"Berberidaceae","Bongardia",TRUE
"Berberidaceae","Caulophyllum",TRUE
"Berberidaceae","Diphylleia",TRUE
"Berberidaceae","Epimedium",TRUE
"Berberidaceae","Gymnospermium",TRUE
"Berberidaceae","Jeffersonia",TRUE
"Berberidaceae","Leontice",TRUE
"Berberidaceae","Mahonia",TRUE
"Berberidaceae","Nandina",TRUE
"Berberidaceae","Podophyllum",TRUE
"Berberidaceae","Ranzania",TRUE
"Berberidaceae","Vancouveria",TRUE
"Ranunculaceae","Aconitum",TRUE
"Ranunculaceae","Actaea",TRUE
"Ranunculaceae","Adonis",TRUE
"Ranunculaceae","Anemonastrum",TRUE
"Ranunculaceae","Anemone",TRUE
"Ranunculaceae","Anemonella",TRUE
"Ranunculaceae","Anemonopsis",TRUE
"Ranunculaceae","Aquilegia",TRUE
"Ranunculaceae","Arcteranthis",TRUE
"Ranunculaceae","Asteropyrum",TRUE
"Ranunculaceae","Beckwithia",TRUE
"Ranunculaceae","Beesia",TRUE
"Ranunculaceae","Calathodes",TRUE
"Ranunculaceae","Callianthemum",TRUE
"Ranunculaceae","Caltha",TRUE
"Ranunculaceae","Ceratocephala",TRUE
"Ranunculaceae","Clematis",TRUE
"Ranunculaceae","Consolida",TRUE
"Ranunculaceae","Coptidium",TRUE
"Ranunculaceae","Coptis",TRUE
"Ranunculaceae","Cyrtorhyncha",TRUE
"Ranunculaceae","Delphinium",TRUE
"Ranunculaceae","Dichocarpum",TRUE
"Ranunculaceae","Enemion",TRUE
"Ranunculaceae","Eranthis",TRUE
"Ranunculaceae","Ficaria",TRUE
"Ranunculaceae","Glaucidium",TRUE
"Ranunculaceae","Halerpestes",TRUE
"Ranunculaceae","Hamadryas",TRUE
"Ranunculaceae","Helleborus",TRUE
"Ranunculaceae","Hepatica",TRUE
"Ranunculaceae","Hydrastis",TRUE
"Ranunculaceae","Isopyrum",TRUE
"Ranunculaceae","Komaroffia",TRUE
"Ranunculaceae","Krapfia",TRUE
"Ranunculaceae","Kumlienia",TRUE
"Ranunculaceae","Laccopetalum",TRUE
"Ranunculaceae","Leptopyrum",TRUE
"Ranunculaceae","Metanemone",TRUE
"Ranunculaceae","Myosurus",TRUE
"Ranunculaceae","Nigella",TRUE
"Ranunculaceae","Oxygraphis",TRUE
"Ranunculaceae","Paraquilegia",TRUE
"Ranunculaceae","Paroxygraphis",TRUE
"Ranunculaceae","Pulsatilla",TRUE
"Ranunculaceae","Ranunculus",TRUE
"Ranunculaceae","Semiaquilegia",TRUE
"Ranunculaceae","Thalictrum",TRUE
"Ranunculaceae","Trautvetteria",TRUE
"Ranunculaceae","Trollius",TRUE
"Ranunculaceae","Urophysa",TRUE
"Ranunculaceae","Xanthorhiza",TRUE
"Sabiaceae","Meliosma",TRUE
"Sabiaceae","Ophiocaryon",TRUE
"Sabiaceae","Sabia",TRUE
"Nelumbonaceae","Nelumbo",TRUE
"Platanaceae","Platanus",TRUE
"Proteaceae","Acidonia",TRUE
"Proteaceae","Adenanthos",TRUE
"Proteaceae","Agastachys",TRUE
"Proteaceae","Alloxylon",TRUE
"Proteaceae","Athertonia",TRUE
"Proteaceae","Aulax",TRUE
"Proteaceae","Austromuellera",TRUE
"Proteaceae","Banksia",TRUE
"Proteaceae","Beauprea",TRUE
"Proteaceae","Beaupreopsis",TRUE
"Proteaceae","Bellendena",TRUE
"Proteaceae","Brabejum",TRUE
"Proteaceae","Buckinghamia",TRUE
"Proteaceae","Cardwellia",TRUE
"Proteaceae","Carnarvonia",TRUE
"Proteaceae","Catalepidia",TRUE
"Proteaceae","Cenarrhenes",TRUE
"Proteaceae","Conospermum",TRUE
"Proteaceae","Darlingia",TRUE
"Proteaceae","Diastella",TRUE
"Proteaceae","Dilobeia",TRUE
"Proteaceae","Eidothea",TRUE
"Proteaceae","Embothrium",TRUE
"Proteaceae","Eucarpha",TRUE
"Proteaceae","Euplassa",TRUE
"Proteaceae","Faurea",TRUE
"Proteaceae","Finschia",TRUE
"Proteaceae","Floydia",TRUE
"Proteaceae","Franklandia",TRUE
"Proteaceae","Garnieria",TRUE
"Proteaceae","Gevuina",TRUE
"Proteaceae","Grevillea",TRUE
"Proteaceae","Hakea",TRUE
"Proteaceae","Helicia",TRUE
"Proteaceae","Heliciopsis",TRUE
"Proteaceae","Hicksbeachia",TRUE
"Proteaceae","Hollandaea",TRUE
"Proteaceae","Isopogon",TRUE
"Proteaceae","Kermadecia",TRUE
"Proteaceae","Knightia",TRUE
"Proteaceae","Lambertia",TRUE
"Proteaceae","Lasjia",TRUE
"Proteaceae","Leucadendron",TRUE
"Proteaceae","Leucospermum",TRUE
"Proteaceae","Lomatia",TRUE
"Proteaceae","Macadamia",TRUE
"Proteaceae","Malagasia",TRUE
"Proteaceae","Megahertzia",TRUE
"Proteaceae","Mimetes",TRUE
"Proteaceae","Musgravea",TRUE
"Proteaceae","Neorites",TRUE
"Proteaceae","Nothorites",TRUE
"Proteaceae","Opisthiolepis",TRUE
"Proteaceae","Oreocallis",TRUE
"Proteaceae","Orites",TRUE
"Proteaceae","Orothamnus",TRUE
"Proteaceae","Panopsis",TRUE
"Proteaceae","Paranomus",TRUE
"Proteaceae","Persoonia",TRUE
"Proteaceae","Petrophile",TRUE
"Proteaceae","Placospermum",TRUE
"Proteaceae","Protea",TRUE
"Proteaceae","Roupala",TRUE
"Proteaceae","Serruria",TRUE
"Proteaceae","Sleumerodendron",TRUE
"Proteaceae","Sorocephalus",TRUE
"Proteaceae","Spatalla",TRUE
"Proteaceae","Sphalmium",TRUE
"Proteaceae","Stenocarpus",TRUE
"Proteaceae","Stirlingia",TRUE
"Proteaceae","Strangea",TRUE
"Proteaceae","Symphionema",TRUE
"Proteaceae","Synaphea",TRUE
"Proteaceae","Telopea",TRUE
"Proteaceae","Toronia",TRUE
"Proteaceae","Triunia",TRUE
"Proteaceae","Turrillia",TRUE
"Proteaceae","Vexatorella",TRUE
"Proteaceae","Virotia",TRUE
"Proteaceae","Xylomelum",TRUE
"Trochodendraceae","Tetracentron",TRUE
"Trochodendraceae","Trochodendron",TRUE
"Buxaceae","Buxus",TRUE
"Buxaceae","Didymeles",TRUE
"Buxaceae","Haptanthus",TRUE
"Buxaceae","Pachysandra",TRUE
"Buxaceae","Sarcococca",TRUE
"Buxaceae","Styloceras",TRUE
"Myrothamnaceae","Myrothamnus",TRUE
"Gunneraceae","Gunnera",TRUE
"Dilleniaceae","Acrotrema",TRUE
"Dilleniaceae","Curatella",TRUE
"Dilleniaceae","Davilla",TRUE
"Dilleniaceae","Didesmandra",TRUE
"Dilleniaceae","Dillenia",TRUE
"Dilleniaceae","Doliocarpus",TRUE
"Dilleniaceae","Hibbertia",TRUE
"Dilleniaceae","Neodillenia",TRUE
"Dilleniaceae","Pachynema",TRUE
"Dilleniaceae","Pinzona",TRUE
"Dilleniaceae","Schumacheria",TRUE
"Dilleniaceae","Tetracera",TRUE
"Peridiscaceae","Medusandra",TRUE
"Peridiscaceae","Peridiscus",TRUE
"Peridiscaceae","Soyauxia",TRUE
"Peridiscaceae","Whittonia",TRUE
"Paeoniaceae","Paeonia",TRUE
"Altingiaceae","Altingia",TRUE
"Altingiaceae","Liquidambar",TRUE
"Altingiaceae","Semiliquidambar",TRUE
"Hamamelidaceae","Chunia",TRUE
"Hamamelidaceae","Corylopsis",TRUE
"Hamamelidaceae","Dicoryphe",TRUE
"Hamamelidaceae","Disanthus",TRUE
"Hamamelidaceae","Distyliopsis",TRUE
"Hamamelidaceae","Distylium",TRUE
"Hamamelidaceae","Embolanthera",TRUE
"Hamamelidaceae","Eustigma",TRUE
"Hamamelidaceae","Exbucklandia",TRUE
"Hamamelidaceae","Fortunearia",TRUE
"Hamamelidaceae","Fothergilla",TRUE
"Hamamelidaceae","Hamamelis",TRUE
"Hamamelidaceae","Loropetalum",TRUE
"Hamamelidaceae","Maingaya",TRUE
"Hamamelidaceae","Matudaea",TRUE
"Hamamelidaceae","Molinadendron",TRUE
"Hamamelidaceae","Mytilaria",TRUE
"Hamamelidaceae","Neostrearia",TRUE
"Hamamelidaceae","Noahdendron",TRUE
"Hamamelidaceae","Ostrearia",TRUE
"Hamamelidaceae","Parrotia",TRUE
"Hamamelidaceae","Parrotiopsis",TRUE
"Hamamelidaceae","Rhodoleia",TRUE
"Hamamelidaceae","Sinowilsonia",TRUE
"Hamamelidaceae","Sycopsis",TRUE
"Hamamelidaceae","Tetrathyrium",TRUE
"Hamamelidaceae","Trichocladus",TRUE
"Cercidiphyllaceae","Cercidiphyllum",TRUE
"Daphniphyllaceae","Daphniphyllum",TRUE
"Iteaceae","Choristylis",TRUE
"Iteaceae","Itea",TRUE
"Iteaceae","Pterostemon",TRUE
"Grossulariaceae","Ribes",TRUE
"Saxifragaceae","× Heucherella",TRUE
"Saxifragaceae","Astilbe",TRUE
"Saxifragaceae","Astilboides",TRUE
"Saxifragaceae","Bensoniella",TRUE
"Saxifragaceae","Bergenia",TRUE
"Saxifragaceae","Bolandra",TRUE
"Saxifragaceae","Boykinia",TRUE
"Saxifragaceae","Cascadia",TRUE
"Saxifragaceae","Chrysosplenium",TRUE
"Saxifragaceae","Ciliaria",TRUE
"Saxifragaceae","Conimitella",TRUE
"Saxifragaceae","Darmera",TRUE
"Saxifragaceae","Elmera",TRUE
"Saxifragaceae","Hemieva",TRUE
"Saxifragaceae","Heuchera",TRUE
"Saxifragaceae","Jepsonia",TRUE
"Saxifragaceae","Leptarrhena",TRUE
"Saxifragaceae","Lithophragma",TRUE
"Saxifragaceae","Micranthes",TRUE
"Saxifragaceae","Mitella",TRUE
"Saxifragaceae","Mitellastra",TRUE
"Saxifragaceae","Mukdenia",TRUE
"Saxifragaceae","Oresitrophe",TRUE
"Saxifragaceae","Ozomelis",TRUE
"Saxifragaceae","Pectiantia",TRUE
"Saxifragaceae","Peltoboykinia",TRUE
"Saxifragaceae","Rodgersia",TRUE
"Saxifragaceae","Saxifraga",TRUE
"Saxifragaceae","Saxifragodes",TRUE
"Saxifragaceae","Saxifragopsis",TRUE
"Saxifragaceae","Suksdorfia",TRUE
"Saxifragaceae","Sullivantia",TRUE
"Saxifragaceae","Tanakaea",TRUE
"Saxifragaceae","Telesonix",TRUE
"Saxifragaceae","Tellima",TRUE
"Saxifragaceae","Tiarella",TRUE
"Saxifragaceae","Tolmiea",TRUE
"Crassulaceae","× Graptoveria",TRUE
"Crassulaceae","× Pachyveria",TRUE
"Crassulaceae","Adromischus",TRUE
"Crassulaceae","Aeonium",TRUE
"Crassulaceae","Aichryson",TRUE
"Crassulaceae","Aizopsis",TRUE
"Crassulaceae","Byrnesia",TRUE
"Crassulaceae","Cotyledon",TRUE
"Crassulaceae","Crassula",TRUE
"Crassulaceae","Cremnophila",TRUE
"Crassulaceae","Diamorpha",TRUE
"Crassulaceae","Dudleya",TRUE
"Crassulaceae","Echeveria",TRUE
"Crassulaceae","Graptopetalum",TRUE
"Crassulaceae","Hylotelephium",TRUE
"Crassulaceae","Hypagophytum",TRUE
"Crassulaceae","Jovibarba",TRUE
"Crassulaceae","Kalanchoe",TRUE
"Crassulaceae","Lenophyllum",TRUE
"Crassulaceae","Meterostachys",TRUE
"Crassulaceae","Monanthes",TRUE
"Crassulaceae","Orostachys",TRUE
"Crassulaceae","Pachyphytum",TRUE
"Crassulaceae","Parvisedum",TRUE
"Crassulaceae","Perrierosedum",TRUE
"Crassulaceae","Petrosedum",TRUE
"Crassulaceae","Phedimus",TRUE
"Crassulaceae","Pseudosedum",TRUE
"Crassulaceae","Rhodiola",TRUE
"Crassulaceae","Rosularia",TRUE
"Crassulaceae","Sedella",TRUE
"Crassulaceae","Sedum",TRUE
"Crassulaceae","Sempervivum",TRUE
"Crassulaceae","Sinocrassula",TRUE
"Crassulaceae","Tacitus",TRUE
"Crassulaceae","Thompsonella",TRUE
"Crassulaceae","Tylecodon",TRUE
"Crassulaceae","Umbilicus",TRUE
"Crassulaceae","Villadia",TRUE
"Aphanopetalaceae","Aphanopetalum",TRUE
"Tetracarpaeaceae","Tetracarpaea",TRUE
"Penthoraceae","Penthorum",TRUE
"Haloragaceae","Glischrocaryon",TRUE
"Haloragaceae","Gonocarpus",TRUE
"Haloragaceae","Haloragis",TRUE
"Haloragaceae","Haloragodendron",TRUE
"Haloragaceae","Laurembergia",TRUE
"Haloragaceae","Meziella",TRUE
"Haloragaceae","Myriophyllum",TRUE
"Haloragaceae","Proserpinaca",TRUE
"Cynomoriaceae","Cynomorium",TRUE
"Vitaceae","Acareosperma",TRUE
"Vitaceae","Ampelocissus",TRUE
"Vitaceae","Ampelopsis",TRUE
"Vitaceae","Causonis",TRUE
"Vitaceae","Cayratia",TRUE
"Vitaceae","Cissus",TRUE
"Vitaceae","Cyphostemma",TRUE
"Vitaceae","Leea",TRUE
"Vitaceae","Muscadinia",TRUE
"Vitaceae","Nekemias",TRUE
"Vitaceae","Nothocissus",TRUE
"Vitaceae","Parthenocissus",TRUE
"Vitaceae","Pterisanthes",TRUE
"Vitaceae","Pterocissus",TRUE
"Vitaceae","Rhoicissus",TRUE
"Vitaceae","Tetrastigma",TRUE
"Vitaceae","Vitis",TRUE
"Krameriaceae","Krameria",TRUE
"Zygophyllaceae","Augea",TRUE
"Zygophyllaceae","Balanites",TRUE
"Zygophyllaceae","Bulnesia",TRUE
"Zygophyllaceae","Fagonia",TRUE
"Zygophyllaceae","Guaiacum",TRUE
"Zygophyllaceae","Izozogia",TRUE
"Zygophyllaceae","Kallstroemia",TRUE
"Zygophyllaceae","Kelleronia",TRUE
"Zygophyllaceae","Larrea",TRUE
"Zygophyllaceae","Metharme",TRUE
"Zygophyllaceae","Morkillia",TRUE
"Zygophyllaceae","Neoluederitzia",TRUE
"Zygophyllaceae","Pintoa",TRUE
"Zygophyllaceae","Plectrocarpa",TRUE
"Zygophyllaceae","Porlieria",TRUE
"Zygophyllaceae","Seetzenia",TRUE
"Zygophyllaceae","Sericodes",TRUE
"Zygophyllaceae","Sisyndite",TRUE
"Zygophyllaceae","Tetraena",TRUE
"Zygophyllaceae","Tribulopis",TRUE
"Zygophyllaceae","Tribulus",TRUE
"Zygophyllaceae","Viscainoa",TRUE
"Zygophyllaceae","Zygophyllum",TRUE
"Quillajaceae","Quillaja",TRUE
"Fabaceae","Abarema",TRUE
"Fabaceae","Abrus",TRUE
"Fabaceae","Acacia",TRUE
"Fabaceae","Acaciella",TRUE
"Fabaceae","Acmispon",TRUE
"Fabaceae","Acosmium",TRUE
"Fabaceae","Acrocarpus",TRUE
"Fabaceae","Adenanthera",TRUE
"Fabaceae","Adenocarpus",TRUE
"Fabaceae","Adenodolichos",TRUE
"Fabaceae","Adenolobus",TRUE
"Fabaceae","Adenopodia",TRUE
"Fabaceae","Adesmia",TRUE
"Fabaceae","Aenictophyton",TRUE
"Fabaceae","Aeschynomene",TRUE
"Fabaceae","Afgekia",TRUE
"Fabaceae","Afzelia",TRUE
"Fabaceae","Airyantha",TRUE
"Fabaceae","Alantsilodendron",TRUE
"Fabaceae","Albizia",TRUE
"Fabaceae","Aldina",TRUE
"Fabaceae","Alexa",TRUE
"Fabaceae","Alhagi",TRUE
"Fabaceae","Alistilus",TRUE
"Fabaceae","Almaleea",TRUE
"Fabaceae","Alysicarpus",TRUE
"Fabaceae","Amblygonocarpus",TRUE
"Fabaceae","Amburana",TRUE
"Fabaceae","Amherstia",TRUE
"Fabaceae","Amicia",TRUE
"Fabaceae","Ammodendron",TRUE
"Fabaceae","Ammopiptanthus",TRUE
"Fabaceae","Amorpha",TRUE
"Fabaceae","Amphicarpaea",TRUE
"Fabaceae","Amphimas",TRUE
"Fabaceae","Amphithalea",TRUE
"Fabaceae","Anadenanthera",TRUE
"Fabaceae","Anagyris",TRUE
"Fabaceae","Anarthrophyllum",TRUE
"Fabaceae","Ancistrotropis",TRUE
"Fabaceae","Andira",TRUE
"Fabaceae","Androcalymma",TRUE
"Fabaceae","Angylocalyx",TRUE
"Fabaceae","Antheroporum",TRUE
"Fabaceae","Anthonotha",TRUE
"Fabaceae","Anthyllis",TRUE
"Fabaceae","Antopetitia",TRUE
"Fabaceae","Aotus",TRUE
"Fabaceae","Aphanocalyx",TRUE
"Fabaceae","Aphyllodium",TRUE
"Fabaceae","Apios",TRUE
"Fabaceae","Apoplanesia",TRUE
"Fabaceae","Apuleia",TRUE
"Fabaceae","Apurimacia",TRUE
"Fabaceae","Arachis",TRUE
"Fabaceae","Arapatiella",TRUE
"Fabaceae","Archidendron",TRUE
"Fabaceae","Archidendropsis",TRUE
"Fabaceae","Arcoa",TRUE
"Fabaceae","Argyrocytisus",TRUE
"Fabaceae","Argyrolobium",TRUE
"Fabaceae","Arquita",TRUE
"Fabaceae","Arthroclianthus",TRUE
"Fabaceae","Aspalathus",TRUE
"Fabaceae","Astragalus",TRUE
"Fabaceae","Ateleia",TRUE
"Fabaceae","Aubrevillea",TRUE
"Fabaceae","Augouardia",TRUE
"Fabaceae","Austrodolichos",TRUE
"Fabaceae","Austrosteenisia",TRUE
"Fabaceae","Baikiaea",TRUE
"Fabaceae","Balizia",TRUE
"Fabaceae","Balsamocarpon",TRUE
"Fabaceae","Baphia",TRUE
"Fabaceae","Baphiopsis",TRUE
"Fabaceae","Baptisia",TRUE
"Fabaceae","Barbieria",TRUE
"Fabaceae","Barnebydendron",TRUE
"Fabaceae","Batesia",TRUE
"Fabaceae","Baudouinia",TRUE
"Fabaceae","Bauhinia",TRUE
"Fabaceae","Behaimia",TRUE
"Fabaceae","Bergeronia",TRUE
"Fabaceae","Berlinia",TRUE
"Fabaceae","Biancaea",TRUE
"Fabaceae","Bikinia",TRUE
"Fabaceae","Bituminaria",TRUE
"Fabaceae","Blanchetiodendron",TRUE
"Fabaceae","Bobgunnia",TRUE
"Fabaceae","Bocoa",TRUE
"Fabaceae","Bolusafra",TRUE
"Fabaceae","Bolusanthus",TRUE
"Fabaceae","Bolusia",TRUE
"Fabaceae","Bossiaea",TRUE
"Fabaceae","Bowdichia",TRUE
"Fabaceae","Brachycylix",TRUE
"Fabaceae","Brachystegia",TRUE
"Fabaceae","Brandzeia",TRUE
"Fabaceae","Brenierea",TRUE
"Fabaceae","Brodriguesia",TRUE
"Fabaceae","Brongniartia",TRUE
"Fabaceae","Brownea",TRUE
"Fabaceae","Browneopsis",TRUE
"Fabaceae","Brya",TRUE
"Fabaceae","Bryaspis",TRUE
"Fabaceae","Burkea",TRUE
"Fabaceae","Burkilliodendron",TRUE
"Fabaceae","Bussea",TRUE
"Fabaceae","Butea",TRUE
"Fabaceae","Cadia",TRUE
"Fabaceae","Caesalpinia",TRUE
"Fabaceae","Cajanus",TRUE
"Fabaceae","Callerya",TRUE
"Fabaceae","Calliandra",TRUE
"Fabaceae","Calliandropsis",TRUE
