"family","genus","ac"
"Malvaceae","Althaea",TRUE
"Malvaceae","Alyogyne",TRUE
"Malvaceae","Ancistrocarpus",TRUE
"Malvaceae","Anisodontea",TRUE
"Malvaceae","Anoda",TRUE
"Malvaceae","Anotea",TRUE
"Malvaceae","Apeiba",TRUE
"Malvaceae","Asterotrichion",TRUE
"Malvaceae","Astiria",TRUE
"Malvaceae","Ayenia",TRUE
"Malvaceae","Bakeridesia",TRUE
"Malvaceae","Bastardia",TRUE
"Malvaceae","Bastardiastrum",TRUE
"Malvaceae","Bastardiopsis",TRUE
"Malvaceae","Batesimalva",TRUE
"Malvaceae","Bernoullia",TRUE
"Malvaceae","Berrya",TRUE
"Malvaceae","Billieturnera",TRUE
"Malvaceae","Bombax",TRUE
"Malvaceae","Brachychiton",TRUE
"Malvaceae","Briquetia",TRUE
"Malvaceae","Brownlowia",TRUE
"Malvaceae","Burretiodendron",TRUE
"Malvaceae","Byttneria",TRUE
"Malvaceae","Callianthe",TRUE
"Malvaceae","Callirhoe",TRUE
"Malvaceae","Calyculogygas",TRUE
"Malvaceae","Calyptraemalva",TRUE
"Malvaceae","Carpodiptera",TRUE
"Malvaceae","Catostemma",TRUE
"Malvaceae","Cavanillesia",TRUE
"Malvaceae","Ceiba",TRUE
"Malvaceae","Cephalohibiscus",TRUE
"Malvaceae","Cheirolaena",TRUE
"Malvaceae","Chiranthodendron",TRUE
"Malvaceae","Christiana",TRUE
"Malvaceae","Cienfuegosia",TRUE
"Malvaceae","Clappertonia",TRUE
"Malvaceae","Coelostegia",TRUE
"Malvaceae","Cola",TRUE
"Malvaceae","Colona",TRUE
"Malvaceae","Commersonia",TRUE
"Malvaceae","Corchoropsis",TRUE
"Malvaceae","Corchorus",TRUE
"Malvaceae","Corynabutilon",TRUE
"Malvaceae","Craigia",TRUE
"Malvaceae","Cristaria",TRUE
"Malvaceae","Cullenia",TRUE
"Malvaceae","Dendrosida",TRUE
"Malvaceae","Desplatsia",TRUE
"Malvaceae","Dicarpidium",TRUE
"Malvaceae","Diplodiscus",TRUE
"Malvaceae","Dirhamphis",TRUE
"Malvaceae","Dombeya",TRUE
"Malvaceae","Duboscia",TRUE
"Malvaceae","Durio",TRUE
"Malvaceae","Eleutherostylis",TRUE
"Malvaceae","Entelea",TRUE
"Malvaceae","Eremalche",TRUE
"Malvaceae","Erinocarpus",TRUE
"Malvaceae","Eriolaena",TRUE
"Malvaceae","Eriotheca",TRUE
"Malvaceae","Firmiana",TRUE
"Malvaceae","Franciscodendron",TRUE
"Malvaceae","Fremontodendron",TRUE
"Malvaceae","Fryxellia",TRUE
"Malvaceae","Fuertesimalva",TRUE
"Malvaceae","Gaya",TRUE
"Malvaceae","Glossostemon",TRUE
"Malvaceae","Glyphaea",TRUE
"Malvaceae","Goethalsia",TRUE
"Malvaceae","Gossypioides",TRUE
"Malvaceae","Gossypium",TRUE
"Malvaceae","Grewia",TRUE
"Malvaceae","Guazuma",TRUE
"Malvaceae","Guichenotia",TRUE
"Malvaceae","Gyranthera",TRUE
"Malvaceae","Hampea",TRUE
"Malvaceae","Hannafordia",TRUE
"Malvaceae","Harmsia",TRUE
"Malvaceae","Helicteres",TRUE
"Malvaceae","Heliocarpus",TRUE
"Malvaceae","Helmiopsiella",TRUE
"Malvaceae","Helmiopsis",TRUE
"Malvaceae","Herissantia",TRUE
"Malvaceae","Heritiera",TRUE
"Malvaceae","Hermannia",TRUE
"Malvaceae","Herrania",TRUE
"Malvaceae","Hibiscadelphus",TRUE
"Malvaceae","Hibiscus",TRUE
"Malvaceae","Hildegardia",TRUE
"Malvaceae","Hochreutinera",TRUE
"Malvaceae","Hoheria",TRUE
"Malvaceae","Horsfordia",TRUE
"Malvaceae","Howittia",TRUE
"Malvaceae","Huberodendron",TRUE
"Malvaceae","Humbertianthus",TRUE
"Malvaceae","Humbertiella",TRUE
"Malvaceae","Hydrogaster",TRUE
"Malvaceae","Iliamna",TRUE
"Malvaceae","Indagator",TRUE
"Malvaceae","Jarandersonia",TRUE
"Malvaceae","Jumelleanthus",TRUE
"Malvaceae","Kearnemalvastrum",TRUE
"Malvaceae","Keraudrenia",TRUE
"Malvaceae","Kitaibela",TRUE
"Malvaceae","Kleinhovia",TRUE
"Malvaceae","Kokia",TRUE
"Malvaceae","Kosteletzkya",TRUE
"Malvaceae","Kostermansia",TRUE
"Malvaceae","Krapovickasia",TRUE
"Malvaceae","Lagunaria",TRUE
"Malvaceae","Lasiopetalum",TRUE
"Malvaceae","Lavatera",TRUE
"Malvaceae","Lawrencia",TRUE
"Malvaceae","Lebronnecia",TRUE
"Malvaceae","Lecanophora",TRUE
"Malvaceae","Leptonychia",TRUE
"Malvaceae","Lopimia",TRUE
"Malvaceae","Luehea",TRUE
"Malvaceae","Lueheopsis",TRUE
"Malvaceae","Lysiosepalum",TRUE
"Malvaceae","Malachra",TRUE
"Malvaceae","Malacothamnus",TRUE
"Malvaceae","Malope",TRUE
"Malvaceae","Malva",TRUE
"Malvaceae","Malvastrum",TRUE
"Malvaceae","Malvaviscus",TRUE
"Malvaceae","Malvella",TRUE
"Malvaceae","Mansonia",TRUE
"Malvaceae","Matisia",TRUE
"Malvaceae","Maxwellia",TRUE
"Malvaceae","Megatritheca",TRUE
"Malvaceae","Megistostegium",TRUE
"Malvaceae","Melhania",TRUE
"Malvaceae","Melochia",TRUE
"Malvaceae","Meximalva",TRUE
"Malvaceae","Modiola",TRUE
"Malvaceae","Modiolastrum",TRUE
"Malvaceae","Mollia",TRUE
"Malvaceae","Monteiroa",TRUE
"Malvaceae","Mortoniodendron",TRUE
"Malvaceae","Napaea",TRUE
"Malvaceae","Neesia",TRUE
"Malvaceae","Neobaclea",TRUE
"Malvaceae","Neobrittonia",TRUE
"Malvaceae","Neobuchia",TRUE
"Malvaceae","Neoregnellia",TRUE
"Malvaceae","Nesogordonia",TRUE
"Malvaceae","Nototriche",TRUE
"Malvaceae","Ochroma",TRUE
"Malvaceae","Octolobus",TRUE
"Malvaceae","Pachira",TRUE
"Malvaceae","Palaua",TRUE
"Malvaceae","Paradombeya",TRUE
"Malvaceae","Paramelhania",TRUE
"Malvaceae","Patinoa",TRUE
"Malvaceae","Pavonia",TRUE
"Malvaceae","Peltaea",TRUE
"Malvaceae","Pentace",TRUE
"Malvaceae","Pentapetes",TRUE
"Malvaceae","Pentaplaris",TRUE
"Malvaceae","Periptera",TRUE
"Malvaceae","Perrierophytum",TRUE
"Malvaceae","Phragmotheca",TRUE
"Malvaceae","Phymosia",TRUE
"Malvaceae","Physodium",TRUE
"Malvaceae","Pityranthe",TRUE
"Malvaceae","Plagianthus",TRUE
"Malvaceae","Pseudabutilon",TRUE
"Malvaceae","Pseudobombax",TRUE
"Malvaceae","Pseudocorchorus",TRUE
"Malvaceae","Pterocymbium",TRUE
"Malvaceae","Pterospermum",TRUE
"Malvaceae","Pterygota",TRUE
"Malvaceae","Quararibea",TRUE
"Malvaceae","Radyera",TRUE
"Malvaceae","Rayleya",TRUE
"Malvaceae","Reevesia",TRUE
"Malvaceae","Rhynchosida",TRUE
"Malvaceae","Ripariosida",TRUE
"Malvaceae","Robinsonella",TRUE
"Malvaceae","Ruizia",TRUE
"Malvaceae","Rulingia",TRUE
"Malvaceae","Scaphium",TRUE
"Malvaceae","Scaphopetalum",TRUE
"Malvaceae","Schoutenia",TRUE
"Malvaceae","Scleronema",TRUE
"Malvaceae","Septotheca",TRUE
"Malvaceae","Seringia",TRUE
"Malvaceae","Sicrea",TRUE
"Malvaceae","Sida",TRUE
"Malvaceae","Sidalcea",TRUE
"Malvaceae","Sidasodes",TRUE
"Malvaceae","Sidastrum",TRUE
"Malvaceae","Sparrmannia",TRUE
"Malvaceae","Sphaeralcea",TRUE
"Malvaceae","Spirotheca",TRUE
"Malvaceae","Sterculia",TRUE
"Malvaceae","Symphyochlamys",TRUE
"Malvaceae","Talipariti",TRUE
"Malvaceae","Tarasa",TRUE
"Malvaceae","Tetralix",TRUE
"Malvaceae","Tetrasida",TRUE
"Malvaceae","Theobroma",TRUE
"Malvaceae","Thespesia",TRUE
"Malvaceae","Thomasia",TRUE
"Malvaceae","Tilia",TRUE
"Malvaceae","Trichospermum",TRUE
"Malvaceae","Triplochiton",TRUE
"Malvaceae","Triumfetta",TRUE
"Malvaceae","Trochetia",TRUE
"Malvaceae","Trochetiopsis",TRUE
"Malvaceae","Uladendron",TRUE
"Malvaceae","Ungeria",TRUE
"Malvaceae","Urena",TRUE
"Malvaceae","Vasivaea",TRUE
"Malvaceae","Veeresia",TRUE
"Malvaceae","Waltheria",TRUE
"Malvaceae","Wercklea",TRUE
"Malvaceae","Wissadula",TRUE
"Sphaerosepalaceae","Dialyceras",TRUE
"Sphaerosepalaceae","Rhopalocarpus",TRUE
"Thymelaeaceae","Aetoxylon",TRUE
"Thymelaeaceae","Amyxa",TRUE
"Thymelaeaceae","Aquilaria",TRUE
"Thymelaeaceae","Arnhemia",TRUE
"Thymelaeaceae","Atemnosiphon",TRUE
"Thymelaeaceae","Craterosiphon",TRUE
"Thymelaeaceae","Cryptadenia",TRUE
"Thymelaeaceae","Dais",TRUE
"Thymelaeaceae","Daphne",TRUE
"Thymelaeaceae","Daphnimorpha",TRUE
"Thymelaeaceae","Daphnopsis",TRUE
"Thymelaeaceae","Deltaria",TRUE
"Thymelaeaceae","Diarthron",TRUE
"Thymelaeaceae","Dicranolepis",TRUE
"Thymelaeaceae","Dirca",TRUE
"Thymelaeaceae","Drapetes",TRUE
"Thymelaeaceae","Edgeworthia",TRUE
"Thymelaeaceae","Enkleia",TRUE
"Thymelaeaceae","Funifera",TRUE
"Thymelaeaceae","Gnidia",TRUE
"Thymelaeaceae","Gonystylus",TRUE
"Thymelaeaceae","Goodallia",TRUE
"Thymelaeaceae","Gyrinops",TRUE
"Thymelaeaceae","Jedda",TRUE
"Thymelaeaceae","Lachnaea",TRUE
"Thymelaeaceae","Lagetta",TRUE
"Thymelaeaceae","Lasiadenia",TRUE
"Thymelaeaceae","Lethedon",TRUE
"Thymelaeaceae","Linodendron",TRUE
"Thymelaeaceae","Linostoma",TRUE
"Thymelaeaceae","Lophostoma",TRUE
"Thymelaeaceae","Octolepis",TRUE
"Thymelaeaceae","Oreodendron",TRUE
"Thymelaeaceae","Ovidia",TRUE
"Thymelaeaceae","Passerina",TRUE
"Thymelaeaceae","Peddiea",TRUE
"Thymelaeaceae","Phaleria",TRUE
"Thymelaeaceae","Pimelea",TRUE
"Thymelaeaceae","Schoenobiblus",TRUE
"Thymelaeaceae","Solmsia",TRUE
"Thymelaeaceae","Stellera",TRUE
"Thymelaeaceae","Stephanodaphne",TRUE
"Thymelaeaceae","Struthiola",TRUE
"Thymelaeaceae","Synandrodaphne",TRUE
"Thymelaeaceae","Synaptolepis",TRUE
"Thymelaeaceae","Tepuianthus",TRUE
"Thymelaeaceae","Thymelaea",TRUE
"Thymelaeaceae","Wikstroemia",TRUE
"Bixaceae","Amoreuxia",TRUE
"Bixaceae","Bixa",TRUE
"Bixaceae","Cochlospermum",TRUE
"Bixaceae","Diegodendron",TRUE
"Cistaceae","× Halimiocistus",TRUE
"Cistaceae","Cistus",TRUE
"Cistaceae","Crocanthemum",TRUE
"Cistaceae","Fumana",TRUE
"Cistaceae","Halimium",TRUE
"Cistaceae","Helianthemum",TRUE
"Cistaceae","Hudsonia",TRUE
"Cistaceae","Lechea",TRUE
"Cistaceae","Pakaraimaea",TRUE
"Cistaceae","Tuberaria",TRUE
"Sarcolaenaceae","Eremolaena",TRUE
"Sarcolaenaceae","Leptolaena",TRUE
"Sarcolaenaceae","Mediusella",TRUE
"Sarcolaenaceae","Pentachlaena",TRUE
"Sarcolaenaceae","Perrierodendron",TRUE
"Sarcolaenaceae","Rhodolaena",TRUE
"Sarcolaenaceae","Sarcolaena",TRUE
"Sarcolaenaceae","Schizolaena",TRUE
"Sarcolaenaceae","Xerochlamys",TRUE
"Sarcolaenaceae","Xyloolaena",TRUE
"Dipterocarpaceae","Anisoptera",TRUE
"Dipterocarpaceae","Cotylelobium",TRUE
"Dipterocarpaceae","Dipterocarpus",TRUE
"Dipterocarpaceae","Dryobalanops",TRUE
"Dipterocarpaceae","Hopea",TRUE
"Dipterocarpaceae","Marquesia",TRUE
"Dipterocarpaceae","Monotes",TRUE
"Dipterocarpaceae","Neobalanocarpus",TRUE
"Dipterocarpaceae","Parashorea",TRUE
"Dipterocarpaceae","Pseudomonotes",TRUE
"Dipterocarpaceae","Shorea",TRUE
"Dipterocarpaceae","Stemonoporus",TRUE
"Dipterocarpaceae","Upuna",TRUE
"Dipterocarpaceae","Vateria",TRUE
"Dipterocarpaceae","Vateriopsis",TRUE
"Dipterocarpaceae","Vatica",TRUE
"Akaniaceae","Akania",TRUE
"Akaniaceae","Bretschneidera",TRUE
"Tropaeolaceae","Tropaeolum",TRUE
"Moringaceae","Moringa",TRUE
"Caricaceae","Carica",TRUE
"Caricaceae","Cylicomorpha",TRUE
"Caricaceae","Horovitzia",TRUE
"Caricaceae","Jacaratia",TRUE
"Caricaceae","Jarilla",TRUE
"Caricaceae","Vasconcellea",TRUE
"Limnanthaceae","Floerkea",TRUE
"Limnanthaceae","Limnanthes",TRUE
"Setchellanthaceae","Setchellanthus",TRUE
"Koeberliniaceae","Koeberlinia",TRUE
"Bataceae","Batis",TRUE
"Salvadoraceae","Azima",TRUE
"Salvadoraceae","Dobera",TRUE
"Salvadoraceae","Salvadora",TRUE
"Emblingiaceae","Emblingia",TRUE
"Tovariaceae","Tovaria",TRUE
"Pentadiplandraceae","Pentadiplandra",TRUE
"Gyrostemonaceae","Codonocarpus",TRUE
"Gyrostemonaceae","Cypselocarpus",TRUE
"Gyrostemonaceae","Gyrostemon",TRUE
"Gyrostemonaceae","Tersonia",TRUE
"Gyrostemonaceae","Walteranthus",TRUE
"Resedaceae","Borthwickia",TRUE
"Resedaceae","Caylusea",TRUE
"Resedaceae","Forchhammeria",TRUE
"Resedaceae","Ochradenus",TRUE
"Resedaceae","Oligomeris",TRUE
"Resedaceae","Randonia",TRUE
"Resedaceae","Reseda",TRUE
"Resedaceae","Sesamoides",TRUE
"Resedaceae","Stixis",TRUE
"Resedaceae","Tirania",TRUE
"Capparaceae","Apophyllum",TRUE
"Capparaceae","Atamisquea",TRUE
"Capparaceae","Bachmannia",TRUE
"Capparaceae","Belencita",TRUE
"Capparaceae","Boscia",TRUE
"Capparaceae","Buchholzia",TRUE
"Capparaceae","Cadaba",TRUE
"Capparaceae","Caphexandra",TRUE
"Capparaceae","Capparidastrum",TRUE
"Capparaceae","Capparis",TRUE
"Capparaceae","Cladostemon",TRUE
"Capparaceae","Crateva",TRUE
"Capparaceae","Cynophalla",TRUE
"Capparaceae","Dhofaria",TRUE
"Capparaceae","Dipterygium",TRUE
"Capparaceae","Euadenia",TRUE
"Capparaceae","Maerua",TRUE
"Capparaceae","Morisonia",TRUE
"Capparaceae","Neothorelia",TRUE
"Capparaceae","Poilanedora",TRUE
"Capparaceae","Puccionia",TRUE
"Capparaceae","Quadrella",TRUE
"Capparaceae","Ritchiea",TRUE
"Capparaceae","Steriphoma",TRUE
"Capparaceae","Thilachium",TRUE
"Cleomaceae","Andinocleome",TRUE
"Cleomaceae","Arivela",TRUE
"Cleomaceae","Carsonia",TRUE
"Cleomaceae","Cleome",TRUE
"Cleomaceae","Cleomella",TRUE
"Cleomaceae","Cleoserrata",TRUE
"Cleomaceae","Corynandra",TRUE
"Cleomaceae","Dactylaena",TRUE
"Cleomaceae","Gynandropsis",TRUE
"Cleomaceae","Haptocarpum",TRUE
"Cleomaceae","Hemiscola",TRUE
"Cleomaceae","Melidiscus",TRUE
"Cleomaceae","Oxystylis",TRUE
"Cleomaceae","Peritoma",TRUE
"Cleomaceae","Physostemon",TRUE
"Cleomaceae","Podandrogyne",TRUE
"Cleomaceae","Polanisia",TRUE
"Cleomaceae","Tarenaya",TRUE
"Cleomaceae","Wislizenia",TRUE
"Brassicaceae","× Brassicoraphanus",TRUE
"Brassicaceae","Abdra",TRUE
"Brassicaceae","Aethionema",TRUE
"Brassicaceae","Alliaria",TRUE
"Brassicaceae","Alyssoides",TRUE
"Brassicaceae","Alyssopsis",TRUE
"Brassicaceae","Alyssum",TRUE
"Brassicaceae","Ammosperma",TRUE
"Brassicaceae","Anastatica",TRUE
"Brassicaceae","Anchonium",TRUE
"Brassicaceae","Andrzeiowskia",TRUE
"Brassicaceae","Anelsonia",TRUE
"Brassicaceae","Aphragmus",TRUE
"Brassicaceae","Aplanodes",TRUE
"Brassicaceae","Arabidella",TRUE
"Brassicaceae","Arabidopsis",TRUE
"Brassicaceae","Arabis",TRUE
"Brassicaceae","Arcyosperma",TRUE
"Brassicaceae","Armoracia",TRUE
"Brassicaceae","Aschersoniodoxa",TRUE
"Brassicaceae","Asperuginoides",TRUE
"Brassicaceae","Asta",TRUE
"Brassicaceae","Atacama",TRUE
"Brassicaceae","Atelanthera",TRUE
"Brassicaceae","Athysanus",TRUE
"Brassicaceae","Aubrieta",TRUE
"Brassicaceae","Aurinia",TRUE
"Brassicaceae","Baimashania",TRUE
"Brassicaceae","Ballantinia",TRUE
"Brassicaceae","Barbarea",TRUE
"Brassicaceae","Berteroa",TRUE
"Brassicaceae","Biscutella",TRUE
"Brassicaceae","Bivonaea",TRUE
"Brassicaceae","Blennodia",TRUE
"Brassicaceae","Boechera",TRUE
"Brassicaceae","Bornmuellera",TRUE
"Brassicaceae","Borodinia",TRUE
"Brassicaceae","Borodiniopsis",TRUE
"Brassicaceae","Botschantzevia",TRUE
"Brassicaceae","Brassica",TRUE
"Brassicaceae","Braya",TRUE
"Brassicaceae","Brayopsis",TRUE
"Brassicaceae","Bunias",TRUE
"Brassicaceae","Cakile",TRUE
"Brassicaceae","Calepina",TRUE
"Brassicaceae","Calymmatium",TRUE
"Brassicaceae","Camelina",TRUE
"Brassicaceae","Camelinopsis",TRUE
"Brassicaceae","Capsella",TRUE
"Brassicaceae","Cardamine",TRUE
"Brassicaceae","Carinavalva",TRUE
"Brassicaceae","Carrichtera",TRUE
"Brassicaceae","Catenulina",TRUE
"Brassicaceae","Catolobus",TRUE
"Brassicaceae","Caulanthus",TRUE
"Brassicaceae","Ceratocnemum",TRUE
"Brassicaceae","Chalcanthus",TRUE
"Brassicaceae","Chamira",TRUE
"Brassicaceae","Chartoloma",TRUE
"Brassicaceae","Chaunanthus",TRUE
"Brassicaceae","Chilocardamum",TRUE
"Brassicaceae","Chlorocrambe",TRUE
"Brassicaceae","Chorispora",TRUE
"Brassicaceae","Christolea",TRUE
"Brassicaceae","Chrysochamela",TRUE
"Brassicaceae","Cibotarium",TRUE
"Brassicaceae","Cithareloma",TRUE
"Brassicaceae","Clastopus",TRUE
"Brassicaceae","Clausia",TRUE
"Brassicaceae","Clypeola",TRUE
"Brassicaceae","Cochlearia",TRUE
"Brassicaceae","Coelophragmus",TRUE
"Brassicaceae","Coincya",TRUE
"Brassicaceae","Conringia",TRUE
"Brassicaceae","Cordylocarpus",TRUE
"Brassicaceae","Crambe",TRUE
"Brassicaceae","Crambella",TRUE
"Brassicaceae","Cremolobus",TRUE
"Brassicaceae","Crucihimalaya",TRUE
"Brassicaceae","Cryptospora",TRUE
"Brassicaceae","Cuphonotus",TRUE
"Brassicaceae","Cusickiella",TRUE
"Brassicaceae","Cymatocarpus",TRUE
"Brassicaceae","Cyphocardamum",TRUE
"Brassicaceae","Dactylocardamum",TRUE
"Brassicaceae","Degenia",TRUE
"Brassicaceae","Delpinophytum",TRUE
"Brassicaceae","Dendroarabis",TRUE
"Brassicaceae","Descurainia",TRUE
"Brassicaceae","Diceratella",TRUE
"Brassicaceae","Dictyophragmus",TRUE
"Brassicaceae","Didymophysa",TRUE
"Brassicaceae","Dielsiocharis",TRUE
"Brassicaceae","Dilophia",TRUE
"Brassicaceae","Dimorphocarpa",TRUE
"Brassicaceae","Diplotaxis",TRUE
"Brassicaceae","Dipoma",TRUE
"Brassicaceae","Diptychocarpus",TRUE
"Brassicaceae","Dithyrea",TRUE
"Brassicaceae","Dontostemon",TRUE
"Brassicaceae","Douepea",TRUE
"Brassicaceae","Draba",TRUE
"Brassicaceae","Drabastrum",TRUE
"Brassicaceae","Drabella",TRUE
"Brassicaceae","Dryopetalon",TRUE
"Brassicaceae","Eigia",TRUE
"Brassicaceae","Elburzia",TRUE
"Brassicaceae","Enarthrocarpus",TRUE
"Brassicaceae","Englerocharis",TRUE
"Brassicaceae","Eremobium",TRUE
"Brassicaceae","Eremoblastus",TRUE
"Brassicaceae","Eremophyton",TRUE
"Brassicaceae","Eruca",TRUE
"Brassicaceae","Erucastrum",TRUE
"Brassicaceae","Erysimum",TRUE
"Brassicaceae","Euclidium",TRUE
"Brassicaceae","Eudema",TRUE
"Brassicaceae","Eutrema",TRUE
"Brassicaceae","Exhalimolobos",TRUE
"Brassicaceae","Farsetia",TRUE
"Brassicaceae","Fezia",TRUE
"Brassicaceae","Fibigia",TRUE
"Brassicaceae","Foleyola",TRUE
"Brassicaceae","Fortuynia",TRUE
"Brassicaceae","Fourraea",TRUE
"Brassicaceae","Galitzkya",TRUE
"Brassicaceae","Geococcus",TRUE
"Brassicaceae","Glastaria",TRUE
"Brassicaceae","Goldbachia",TRUE
"Brassicaceae","Graellsia",TRUE
"Brassicaceae","Guillenia",TRUE
"Brassicaceae","Guiraoa",TRUE
"Brassicaceae","Halimolobos",TRUE
"Brassicaceae","Harmsiodoxa",TRUE
"Brassicaceae","Heldreichia",TRUE
"Brassicaceae","Heliophila",TRUE
"Brassicaceae","Hemicrambe",TRUE
"Brassicaceae","Hemilophia",TRUE
"Brassicaceae","Henophyton",TRUE
"Brassicaceae","Hesperidanthus",TRUE
"Brassicaceae","Hesperis",TRUE
"Brassicaceae","Hirschfeldia",TRUE
"Brassicaceae","Hollermayera",TRUE
"Brassicaceae","Hornungia",TRUE
"Brassicaceae","Horwoodia",TRUE
"Brassicaceae","Ianhedgea",TRUE
"Brassicaceae","Iberis",TRUE
"Brassicaceae","Idahoa",TRUE
"Brassicaceae","Iodanthus",TRUE
"Brassicaceae","Ionopsidium",TRUE
"Brassicaceae","Irenepharsus",TRUE
"Brassicaceae","Isatis",TRUE
"Brassicaceae","Iskandera",TRUE
"Brassicaceae","Ivania",TRUE
"Brassicaceae","Kernera",TRUE
"Brassicaceae","Kremeriella",TRUE
"Brassicaceae","Lachnocapsa",TRUE
"Brassicaceae","Lachnoloma",TRUE
"Brassicaceae","Ladakiella",TRUE
"Brassicaceae","Leavenworthia",TRUE
"Brassicaceae","Leiocarpaea",TRUE
"Brassicaceae","Leiospora",TRUE
"Brassicaceae","Lepidium",TRUE
"Brassicaceae","Lepidostemon",TRUE
"Brassicaceae","Leptaleum",TRUE
"Brassicaceae","Leptoplax",TRUE
"Brassicaceae","Lesquerella",TRUE
"Brassicaceae","Lexarzanthe",TRUE
"Brassicaceae","Lithodraba",TRUE
"Brassicaceae","Litwinowia",TRUE
"Brassicaceae","Lobularia",TRUE
"Brassicaceae","Lunaria",TRUE
"Brassicaceae","Lyrocarpa",TRUE
"Brassicaceae","Macropodium",TRUE
"Brassicaceae","Malcolmia",TRUE
"Brassicaceae","Mancoa",TRUE
"Brassicaceae","Maresia",TRUE
"Brassicaceae","Mathewsia",TRUE
"Brassicaceae","Matthiola",TRUE
"Brassicaceae","Megacarpaea",TRUE
"Brassicaceae","Megadenia",TRUE
"Brassicaceae","Menkea",TRUE
"Brassicaceae","Menonvillea",TRUE
"Brassicaceae","Micrantha",TRUE
"Brassicaceae","Microlepidium",TRUE
"Brassicaceae","Microstigma",TRUE
"Brassicaceae","Microthlaspi",TRUE
"Brassicaceae","Morettia",TRUE
"Brassicaceae","Moricandia",TRUE
"Brassicaceae","Morisia",TRUE
"Brassicaceae","Mostacillastrum",TRUE
"Brassicaceae","Murbeckiella",TRUE
"Brassicaceae","Muricaria",TRUE
"Brassicaceae","Myagrum",TRUE
"Brassicaceae","Nasturtiopsis",TRUE
"Brassicaceae","Nasturtium",TRUE
"Brassicaceae","Neobeckia",TRUE
"Brassicaceae","Neotorularia",TRUE
"Brassicaceae","Nerisyrenia",TRUE
"Brassicaceae","Neslia",TRUE
"Brassicaceae","Neuontobotrys",TRUE
"Brassicaceae","Nevada",TRUE
"Brassicaceae","Noccaea",TRUE
"Brassicaceae","Noccidium",TRUE
"Brassicaceae","Notoceras",TRUE
"Brassicaceae","Notothlaspi",TRUE
"Brassicaceae","Ochthodium",TRUE
"Brassicaceae","Octoceras",TRUE
"Brassicaceae","Odontarrhena",TRUE
"Brassicaceae","Olimarabidopsis",TRUE
"Brassicaceae","Onuris",TRUE
"Brassicaceae","Oreophyton",TRUE
"Brassicaceae","Ornithocarpa",TRUE
"Brassicaceae","Orychophragmus",TRUE
"Brassicaceae","Otocarpus",TRUE
"Brassicaceae","Pachycladon",TRUE
"Brassicaceae","Pachymitus",TRUE
"Brassicaceae","Pachyneurum",TRUE
"Brassicaceae","Pachyphragma",TRUE
"Brassicaceae","Parlatoria",TRUE
"Brassicaceae","Parodiodoxa",TRUE
"Brassicaceae","Parolinia",TRUE
"Brassicaceae","Parrya",TRUE
"Brassicaceae","Paysonia",TRUE
"Brassicaceae","Pegaeophyton",TRUE
"Brassicaceae","Peltaria",TRUE
"Brassicaceae","Peltariopsis",TRUE
"Brassicaceae","Pennellia",TRUE
"Brassicaceae","Petrocallis",TRUE
"Brassicaceae","Petroravenia",TRUE
"Brassicaceae","Phlebolobium",TRUE
"Brassicaceae","Phlegmatospermum",TRUE
"Brassicaceae","Phoenicaulis",TRUE
"Brassicaceae","Phravenia",TRUE
"Brassicaceae","Phyllolepidum",TRUE
"Brassicaceae","Physaria",TRUE
"Brassicaceae","Physocardamum",TRUE
"Brassicaceae","Physoptychis",TRUE
"Brassicaceae","Physorhynchus",TRUE
"Brassicaceae","Planodes",TRUE
"Brassicaceae","Polyctenium",TRUE
"Brassicaceae","Polypsecadium",TRUE
"Brassicaceae","Pringlea",TRUE
"Brassicaceae","Pseuderucaria",TRUE
"Brassicaceae","Pseudoarabidopsis",TRUE
"Brassicaceae","Pseudocamelina",TRUE
"Brassicaceae","Pseudodraba",TRUE
"Brassicaceae","Pseudofortuynia",TRUE
"Brassicaceae","Pseudosempervivum",TRUE
"Brassicaceae","Pseudoturritis",TRUE
"Brassicaceae","Pseudovesicaria",TRUE
"Brassicaceae","Psychine",TRUE
"Brassicaceae","Pugionium",TRUE
"Brassicaceae","Pycnoplinthopsis",TRUE
"Brassicaceae","Pycnoplinthus",TRUE
"Brassicaceae","Quezeliantha",TRUE
"Brassicaceae","Raffenaldia",TRUE
"Brassicaceae","Raphanorhyncha",TRUE
"Brassicaceae","Raphanus",TRUE
"Brassicaceae","Rapistrum",TRUE
"Brassicaceae","Rhammatophyllum",TRUE
"Brassicaceae","Rhaphanorhyncha",TRUE
"Brassicaceae","Rhizobotrya",TRUE
"Brassicaceae","Ricotia",TRUE
"Brassicaceae","Robeschia",TRUE
"Brassicaceae","Romanschulzia",TRUE
"Brassicaceae","Rorippa",TRUE
"Brassicaceae","Rytidocarpus",TRUE
"Brassicaceae","Sandbergia",TRUE
"Brassicaceae","Sarcodraba",TRUE
"Brassicaceae","Savignya",TRUE
"Brassicaceae","Scambopus",TRUE
"Brassicaceae","Scapiarabis",TRUE
"Brassicaceae","Schimpera",TRUE
"Brassicaceae","Schizopetalon",TRUE
"Brassicaceae","Schouwia",TRUE
"Brassicaceae","Schrenkiella",TRUE
"Brassicaceae","Scoliaxon",TRUE
"Brassicaceae","Selenia",TRUE
"Brassicaceae","Shangrilaia",TRUE
"Brassicaceae","Sibara",TRUE
"Brassicaceae","Sibaropsis",TRUE
"Brassicaceae","Sinapidendron",TRUE
